Training for 378151 steps ...
     78/378151: episode: 1, duration: 0.190s, episode steps:  78, steps per second: 410, episode reward: 23.793, mean reward:  0.305 [-0.005,  0.470], mean action: 15.397 [0.000, 31.000],  loss: --, mae: --, mean_q: --
 304226/378151: episode: 1280, duration: 2.946s, episode steps: 267, steps per second:  91, episode reward: 102.439, mean reward:  0.384 [-0.005,  0.465], mean action: 17.022 [0.000, 31.000],  loss: 37.896660, mae: 149.125473, mean_q: 161.860275
 304493/378151: episode: 1281, duration: 3.020s, episode steps: 267, steps per second:  88, episode reward: 93.840, mean reward:  0.351 [-0.005,  0.443], mean action: 15.697 [0.000, 31.000],  loss: 51.880802, mae: 148.639893, mean_q: 161.603760
 304760/378151: episode: 1282, duration: 2.927s, episode steps: 267, steps per second:  91, episode reward: 71.875, mean reward:  0.269 [ 0.104,  0.452], mean action: 14.536 [0.000, 31.000],  loss: 66.652695, mae: 148.359161, mean_q: 161.322525
 305027/378151: episode: 1283, duration: 2.992s, episode steps: 267, steps per second:  89, episode reward: 146.153, mean reward:  0.547 [ 0.087,  0.644], mean action: 15.438 [0.000, 31.000],  loss: 53.073521, mae: 148.336823, mean_q: 161.234497
 305294/378151: episode: 1284, duration: 2.924s, episode steps: 267, steps per second:  91, episode reward: 92.154, mean reward:  0.345 [-0.005,  0.440], mean action: 13.558 [0.000, 31.000],  loss: 69.159218, mae: 147.955353, mean_q: 160.774200
 305561/378151: episode: 1285, duration: 2.980s, episode steps: 267, steps per second:  90, episode reward: 42.741, mean reward:  0.160 [-0.005,  0.297], mean action: 14.873 [0.000, 31.000],  loss: 61.384026, mae: 148.020447, mean_q: 161.129318
 305828/378151: episode: 1286, duration: 2.964s, episode steps: 267, steps per second:  90, episode reward: 88.610, mean reward:  0.332 [ 0.087,  0.460], mean action: 15.251 [0.000, 31.000],  loss: 42.244537, mae: 148.122330, mean_q: 160.928162
 306095/378151: episode: 1287, duration: 2.955s, episode steps: 267, steps per second:  90, episode reward: 107.459, mean reward:  0.402 [ 0.116,  0.468], mean action: 18.116 [0.000, 31.000],  loss: 50.737972, mae: 148.028320, mean_q: 160.833237
 306362/378151: episode: 1288, duration: 3.006s, episode steps: 267, steps per second:  89, episode reward: 101.660, mean reward:  0.381 [-0.005,  0.472], mean action: 15.401 [0.000, 31.000],  loss: 64.194115, mae: 148.001831, mean_q: 160.937439
 306629/378151: episode: 1289, duration: 2.925s, episode steps: 267, steps per second:  91, episode reward: 114.290, mean reward:  0.428 [ 0.017,  0.467], mean action: 15.030 [0.000, 31.000],  loss: 50.074574, mae: 148.288605, mean_q: 161.125412
 306681/378151: episode: 1290, duration: 0.620s, episode steps:  52, steps per second:  84, episode reward: 13.434, mean reward:  0.258 [ 0.133,  0.314], mean action: 17.712 [0.000, 31.000],  loss: 79.938477, mae: 147.981857, mean_q: 160.686554
 306948/378151: episode: 1291, duration: 2.964s, episode steps: 267, steps per second:  90, episode reward: 76.354, mean reward:  0.286 [-0.005,  0.598], mean action: 16.090 [0.000, 31.000],  loss: 55.444866, mae: 147.646652, mean_q: 160.524643
 307215/378151: episode: 1292, duration: 2.990s, episode steps: 267, steps per second:  89, episode reward: 100.210, mean reward:  0.375 [ 0.137,  0.449], mean action: 11.262 [0.000, 31.000],  loss: 52.197945, mae: 148.136948, mean_q: 160.960892
 307482/378151: episode: 1293, duration: 2.920s, episode steps: 267, steps per second:  91, episode reward: 118.899, mean reward:  0.445 [ 0.137,  0.641], mean action: 15.375 [0.000, 31.000],  loss: 63.131599, mae: 147.947617, mean_q: 161.012360
 307752/378151: episode: 1294, duration: 3.039s, episode steps: 270, steps per second:  89, episode reward: 129.968, mean reward:  0.481 [ 0.116,  0.648], mean action: 15.600 [0.000, 31.000],  loss: 67.365089, mae: 147.863632, mean_q: 160.766403
 307857/378151: episode: 1295, duration: 1.205s, episode steps: 105, steps per second:  87, episode reward: 44.098, mean reward:  0.420 [ 0.137,  0.470], mean action: 15.400 [0.000, 31.000],  loss: 52.623127, mae: 147.573898, mean_q: 160.521896
 308124/378151: episode: 1296, duration: 2.929s, episode steps: 267, steps per second:  91, episode reward: 148.035, mean reward:  0.554 [ 0.087,  0.646], mean action: 15.667 [0.000, 31.000],  loss: 35.820148, mae: 148.375824, mean_q: 161.263367
 308391/378151: episode: 1297, duration: 2.973s, episode steps: 267, steps per second:  90, episode reward: 158.756, mean reward:  0.595 [ 0.087,  0.650], mean action: 14.479 [0.000, 31.000],  loss: 50.939781, mae: 148.797546, mean_q: 161.825684
 308658/378151: episode: 1298, duration: 2.949s, episode steps: 267, steps per second:  91, episode reward: 107.983, mean reward:  0.404 [-0.005,  0.466], mean action: 15.723 [1.000, 31.000],  loss: 48.635094, mae: 148.540649, mean_q: 161.466431
 308925/378151: episode: 1299, duration: 2.999s, episode steps: 267, steps per second:  89, episode reward: 136.382, mean reward:  0.511 [-0.005,  0.653], mean action: 16.528 [1.000, 31.000],  loss: 64.819504, mae: 148.152557, mean_q: 161.084579
 309192/378151: episode: 1300, duration: 2.949s, episode steps: 267, steps per second:  91, episode reward: 96.315, mean reward:  0.361 [-0.005,  0.398], mean action: 16.199 [0.000, 31.000],  loss: 61.739788, mae: 147.739502, mean_q: 160.692459
 309459/378151: episode: 1301, duration: 3.028s, episode steps: 267, steps per second:  88, episode reward: 134.307, mean reward:  0.503 [-0.005,  0.646], mean action: 15.251 [0.000, 31.000],  loss: 46.209225, mae: 148.161697, mean_q: 161.014297
 309726/378151: episode: 1302, duration: 2.940s, episode steps: 267, steps per second:  91, episode reward: 133.632, mean reward:  0.500 [ 0.116,  0.639], mean action: 15.390 [0.000, 31.000],  loss: 56.105080, mae: 148.202454, mean_q: 161.130295
 309993/378151: episode: 1303, duration: 2.985s, episode steps: 267, steps per second:  89, episode reward: 113.884, mean reward:  0.427 [ 0.137,  0.479], mean action: 12.120 [0.000, 31.000],  loss: 71.044052, mae: 147.803802, mean_q: 160.611221
 310260/378151: episode: 1304, duration: 2.983s, episode steps: 267, steps per second:  90, episode reward: 101.886, mean reward:  0.382 [ 0.087,  0.452], mean action: 16.296 [0.000, 31.000],  loss: 48.998341, mae: 147.551041, mean_q: 160.295807
 310529/378151: episode: 1305, duration: 2.978s, episode steps: 269, steps per second:  90, episode reward: 100.778, mean reward:  0.375 [-0.005,  0.445], mean action: 18.115 [0.000, 31.000],  loss: 50.285240, mae: 147.541565, mean_q: 160.440399
 310597/378151: episode: 1306, duration: 0.793s, episode steps:  68, steps per second:  86, episode reward: 25.359, mean reward:  0.373 [ 0.087,  0.463], mean action: 15.147 [0.000, 31.000],  loss: 41.178349, mae: 148.140274, mean_q: 160.807434
 310864/378151: episode: 1307, duration: 2.926s, episode steps: 267, steps per second:  91, episode reward: 64.417, mean reward:  0.241 [-0.005,  0.319], mean action: 16.030 [0.000, 31.000],  loss: 54.358135, mae: 147.573090, mean_q: 160.363678
 311133/378151: episode: 1308, duration: 3.004s, episode steps: 269, steps per second:  90, episode reward: 153.598, mean reward:  0.571 [ 0.087,  0.639], mean action: 16.279 [0.000, 31.000],  loss: 39.844448, mae: 147.480759, mean_q: 160.030807
 311239/378151: episode: 1309, duration: 1.157s, episode steps: 106, steps per second:  92, episode reward: 37.954, mean reward:  0.358 [ 0.087,  0.462], mean action: 17.123 [0.000, 31.000],  loss: 42.109776, mae: 147.455048, mean_q: 160.218948
 311403/378151: episode: 1310, duration: 1.846s, episode steps: 164, steps per second:  89, episode reward: 71.458, mean reward:  0.436 [ 0.116,  0.488], mean action: 13.439 [0.000, 31.000],  loss: 72.907539, mae: 147.747971, mean_q: 160.722061
 311670/378151: episode: 1311, duration: 2.987s, episode steps: 267, steps per second:  89, episode reward: 158.325, mean reward:  0.593 [ 0.137,  0.634], mean action: 13.581 [0.000, 31.000],  loss: 60.901058, mae: 147.875732, mean_q: 161.116638
 311937/378151: episode: 1312, duration: 2.948s, episode steps: 267, steps per second:  91, episode reward: 112.195, mean reward:  0.420 [ 0.137,  0.485], mean action: 14.270 [0.000, 30.000],  loss: 53.685802, mae: 148.312866, mean_q: 161.308578
 312204/378151: episode: 1313, duration: 2.996s, episode steps: 267, steps per second:  89, episode reward: 147.164, mean reward:  0.551 [ 0.087,  0.643], mean action: 14.749 [0.000, 31.000],  loss: 61.262371, mae: 148.403229, mean_q: 161.206421
 312471/378151: episode: 1314, duration: 3.001s, episode steps: 267, steps per second:  89, episode reward: 61.781, mean reward:  0.231 [-0.005,  0.322], mean action: 13.745 [0.000, 31.000],  loss: 54.770927, mae: 148.176346, mean_q: 161.010315
 312741/378151: episode: 1315, duration: 2.989s, episode steps: 270, steps per second:  90, episode reward: 95.090, mean reward:  0.352 [ 0.087,  0.454], mean action: 17.570 [0.000, 31.000],  loss: 57.379322, mae: 147.565430, mean_q: 160.534927
 313008/378151: episode: 1316, duration: 2.976s, episode steps: 267, steps per second:  90, episode reward: 136.861, mean reward:  0.513 [-0.005,  0.639], mean action: 14.940 [0.000, 31.000],  loss: 47.359951, mae: 148.139511, mean_q: 161.089722
 313275/378151: episode: 1317, duration: 2.947s, episode steps: 267, steps per second:  91, episode reward: 122.165, mean reward:  0.458 [ 0.087,  0.479], mean action: 17.176 [0.000, 30.000],  loss: 54.982388, mae: 147.868423, mean_q: 160.828705
 313542/378151: episode: 1318, duration: 3.011s, episode steps: 267, steps per second:  89, episode reward: 141.672, mean reward:  0.531 [-0.005,  0.637], mean action: 12.412 [0.000, 30.000],  loss: 66.713470, mae: 148.170029, mean_q: 161.327362
 313812/378151: episode: 1319, duration: 2.944s, episode steps: 270, steps per second:  92, episode reward: 106.621, mean reward:  0.395 [ 0.137,  0.456], mean action: 18.293 [1.000, 31.000],  loss: 35.781773, mae: 148.513977, mean_q: 161.356445
 314079/378151: episode: 1320, duration: 3.030s, episode steps: 267, steps per second:  88, episode reward: 94.473, mean reward:  0.354 [-0.005,  0.498], mean action: 13.993 [0.000, 31.000],  loss: 67.206764, mae: 148.687912, mean_q: 161.626343
 314346/378151: episode: 1321, duration: 2.991s, episode steps: 267, steps per second:  89, episode reward: 104.297, mean reward:  0.391 [ 0.087,  0.462], mean action: 14.184 [0.000, 31.000],  loss: 48.045177, mae: 148.595657, mean_q: 161.422379
 314613/378151: episode: 1322, duration: 2.937s, episode steps: 267, steps per second:  91, episode reward: 112.835, mean reward:  0.423 [-0.005,  0.482], mean action: 15.933 [0.000, 31.000],  loss: 47.475254, mae: 148.494736, mean_q: 161.425034
 314791/378151: episode: 1323, duration: 1.970s, episode steps: 178, steps per second:  90, episode reward: 54.809, mean reward:  0.308 [-0.005,  0.466], mean action: 16.393 [0.000, 31.000],  loss: 59.076939, mae: 147.942825, mean_q: 160.911499
 315020/378151: episode: 1324, duration: 2.624s, episode steps: 229, steps per second:  87, episode reward: 47.570, mean reward:  0.208 [-0.005,  0.304], mean action: 15.371 [0.000, 31.000],  loss: 53.280342, mae: 148.257141, mean_q: 161.147888
 315287/378151: episode: 1325, duration: 2.934s, episode steps: 267, steps per second:  91, episode reward: 87.499, mean reward:  0.328 [-0.005,  0.483], mean action: 16.479 [0.000, 31.000],  loss: 56.131435, mae: 148.240540, mean_q: 161.213196
 315554/378151: episode: 1326, duration: 2.996s, episode steps: 267, steps per second:  89, episode reward: 115.646, mean reward:  0.433 [ 0.137,  0.478], mean action: 13.487 [0.000, 31.000],  loss: 50.421413, mae: 147.736481, mean_q: 160.428955
 315821/378151: episode: 1327, duration: 2.959s, episode steps: 267, steps per second:  90, episode reward: 47.610, mean reward:  0.178 [-0.005,  0.331], mean action: 15.393 [0.000, 31.000],  loss: 45.133091, mae: 148.081467, mean_q: 160.995636
 315932/378151: episode: 1328, duration: 1.267s, episode steps: 111, steps per second:  88, episode reward: 48.729, mean reward:  0.439 [-0.005,  0.642], mean action: 16.234 [0.000, 31.000],  loss: 90.855255, mae: 146.891617, mean_q: 159.855713
 316190/378151: episode: 1329, duration: 2.823s, episode steps: 258, steps per second:  91, episode reward: 78.856, mean reward:  0.306 [-0.005,  0.481], mean action: 12.217 [0.000, 31.000],  loss: 37.445683, mae: 147.488007, mean_q: 160.503113
 316457/378151: episode: 1330, duration: 2.983s, episode steps: 267, steps per second:  90, episode reward: 94.412, mean reward:  0.354 [-0.005,  0.484], mean action: 14.367 [0.000, 31.000],  loss: 75.123367, mae: 147.626190, mean_q: 160.685486
 316724/378151: episode: 1331, duration: 2.995s, episode steps: 267, steps per second:  89, episode reward: 65.943, mean reward:  0.247 [-0.005,  0.494], mean action: 14.970 [0.000, 31.000],  loss: 59.248245, mae: 147.008011, mean_q: 160.029938
 316991/378151: episode: 1332, duration: 2.939s, episode steps: 267, steps per second:  91, episode reward: 80.997, mean reward:  0.303 [ 0.137,  0.308], mean action: 25.026 [4.000, 30.000],  loss: 51.167397, mae: 146.880234, mean_q: 159.827087
 317258/378151: episode: 1333, duration: 2.953s, episode steps: 267, steps per second:  90, episode reward: 71.670, mean reward:  0.268 [-0.005,  0.380], mean action: 13.906 [0.000, 31.000],  loss: 51.346970, mae: 146.690887, mean_q: 159.558548
 317525/378151: episode: 1334, duration: 2.936s, episode steps: 267, steps per second:  91, episode reward: 54.872, mean reward:  0.206 [-0.005,  0.293], mean action: 14.790 [0.000, 31.000],  loss: 33.435818, mae: 147.197754, mean_q: 160.002518
 317792/378151: episode: 1335, duration: 3.002s, episode steps: 267, steps per second:  89, episode reward: 99.705, mean reward:  0.373 [-0.005,  0.470], mean action: 8.330 [0.000, 31.000],  loss: 34.097111, mae: 147.413177, mean_q: 160.105942
 317880/378151: episode: 1336, duration: 0.963s, episode steps:  88, steps per second:  91, episode reward: 23.829, mean reward:  0.271 [ 0.116,  0.317], mean action: 14.477 [0.000, 31.000],  loss: 40.037289, mae: 147.509827, mean_q: 160.333496
 318147/378151: episode: 1337, duration: 3.013s, episode steps: 267, steps per second:  89, episode reward: 117.237, mean reward:  0.439 [ 0.087,  0.482], mean action: 13.839 [0.000, 31.000],  loss: 53.958450, mae: 147.568878, mean_q: 160.849289
 318417/378151: episode: 1338, duration: 3.029s, episode steps: 270, steps per second:  89, episode reward: 126.416, mean reward:  0.468 [-0.005,  0.646], mean action: 14.119 [0.000, 31.000],  loss: 40.977459, mae: 147.070480, mean_q: 159.889374
 318684/378151: episode: 1339, duration: 2.955s, episode steps: 267, steps per second:  90, episode reward: 136.164, mean reward:  0.510 [ 0.137,  0.637], mean action: 16.251 [0.000, 31.000],  loss: 59.629711, mae: 146.682129, mean_q: 159.721924
 318951/378151: episode: 1340, duration: 3.003s, episode steps: 267, steps per second:  89, episode reward: 103.265, mean reward:  0.387 [-0.005,  0.635], mean action: 14.348 [0.000, 31.000],  loss: 58.419067, mae: 146.724609, mean_q: 159.780029
 319218/378151: episode: 1341, duration: 2.943s, episode steps: 267, steps per second:  91, episode reward: 62.388, mean reward:  0.234 [-0.005,  0.490], mean action: 15.131 [0.000, 31.000],  loss: 44.762032, mae: 146.974503, mean_q: 159.885834
 319485/378151: episode: 1342, duration: 2.987s, episode steps: 267, steps per second:  89, episode reward: 141.926, mean reward:  0.532 [ 0.087,  0.652], mean action: 14.914 [0.000, 31.000],  loss: 49.232021, mae: 146.760651, mean_q: 159.689407
 319539/378151: episode: 1343, duration: 0.585s, episode steps:  54, steps per second:  92, episode reward: 12.743, mean reward:  0.236 [-0.005,  0.388], mean action: 14.833 [0.000, 30.000],  loss: 65.862556, mae: 146.704071, mean_q: 159.985046
 319806/378151: episode: 1344, duration: 2.995s, episode steps: 267, steps per second:  89, episode reward: 87.114, mean reward:  0.326 [-0.005,  0.454], mean action: 14.434 [0.000, 31.000],  loss: 54.589531, mae: 146.238266, mean_q: 159.312378
 320073/378151: episode: 1345, duration: 2.934s, episode steps: 267, steps per second:  91, episode reward: 109.077, mean reward:  0.409 [ 0.137,  0.450], mean action: 14.607 [0.000, 31.000],  loss: 64.336189, mae: 146.371460, mean_q: 159.290787
 320107/378151: episode: 1346, duration: 0.371s, episode steps:  34, steps per second:  92, episode reward:  7.728, mean reward:  0.227 [ 0.116,  0.318], mean action: 15.441 [0.000, 31.000],  loss: 30.348654, mae: 146.993820, mean_q: 159.508057
 320374/378151: episode: 1347, duration: 3.000s, episode steps: 267, steps per second:  89, episode reward: 112.580, mean reward:  0.422 [-0.005,  0.488], mean action: 14.607 [0.000, 31.000],  loss: 43.994713, mae: 147.138809, mean_q: 160.111404
 320641/378151: episode: 1348, duration: 2.974s, episode steps: 267, steps per second:  90, episode reward: 115.275, mean reward:  0.432 [ 0.087,  0.484], mean action: 16.719 [0.000, 31.000],  loss: 61.146023, mae: 146.866928, mean_q: 159.870346
 320908/378151: episode: 1349, duration: 2.972s, episode steps: 267, steps per second:  90, episode reward: 104.336, mean reward:  0.391 [-0.005,  0.477], mean action: 14.727 [0.000, 31.000],  loss: 59.414989, mae: 147.416138, mean_q: 160.498825
 320920/378151: episode: 1350, duration: 0.136s, episode steps:  12, steps per second:  88, episode reward:  1.815, mean reward:  0.151 [-0.005,  0.303], mean action: 19.417 [0.000, 30.000],  loss: 223.669052, mae: 147.465485, mean_q: 160.731628
 321187/378151: episode: 1351, duration: 2.994s, episode steps: 267, steps per second:  89, episode reward: 116.001, mean reward:  0.434 [ 0.137,  0.471], mean action: 6.273 [0.000, 31.000],  loss: 44.174530, mae: 147.151413, mean_q: 160.360229
 321300/378151: episode: 1352, duration: 1.271s, episode steps: 113, steps per second:  89, episode reward: 46.684, mean reward:  0.413 [-0.005,  0.641], mean action: 16.558 [0.000, 31.000],  loss: 50.076500, mae: 148.106430, mean_q: 161.247131
 321567/378151: episode: 1353, duration: 2.932s, episode steps: 267, steps per second:  91, episode reward: 83.671, mean reward:  0.313 [ 0.087,  0.329], mean action: 13.004 [1.000, 29.000],  loss: 51.501404, mae: 147.825836, mean_q: 161.075699
 321836/378151: episode: 1354, duration: 3.040s, episode steps: 269, steps per second:  88, episode reward: 100.611, mean reward:  0.374 [-0.005,  0.395], mean action: 12.796 [0.000, 31.000],  loss: 40.560055, mae: 148.389847, mean_q: 161.541641
 322103/378151: episode: 1355, duration: 2.949s, episode steps: 267, steps per second:  91, episode reward: 137.020, mean reward:  0.513 [-0.005,  0.654], mean action: 14.850 [0.000, 29.000],  loss: 60.758354, mae: 148.286926, mean_q: 161.727936
 322370/378151: episode: 1356, duration: 2.984s, episode steps: 267, steps per second:  89, episode reward: 92.710, mean reward:  0.347 [-0.005,  0.445], mean action: 16.536 [0.000, 31.000],  loss: 45.881798, mae: 148.074844, mean_q: 161.659439
 322637/378151: episode: 1357, duration: 2.915s, episode steps: 267, steps per second:  92, episode reward: 107.367, mean reward:  0.402 [ 0.087,  0.432], mean action: 15.004 [0.000, 31.000],  loss: 63.632557, mae: 148.519318, mean_q: 161.952789
 322904/378151: episode: 1358, duration: 2.983s, episode steps: 267, steps per second:  90, episode reward: 106.551, mean reward:  0.399 [-0.005,  0.456], mean action: 17.625 [0.000, 31.000],  loss: 40.250340, mae: 148.847824, mean_q: 162.149109
 323171/378151: episode: 1359, duration: 2.978s, episode steps: 267, steps per second:  90, episode reward: 81.868, mean reward:  0.307 [ 0.087,  0.319], mean action: 19.348 [2.000, 28.000],  loss: 56.920296, mae: 148.741791, mean_q: 161.911728
 323438/378151: episode: 1360, duration: 2.931s, episode steps: 267, steps per second:  91, episode reward: 83.594, mean reward:  0.313 [-0.005,  0.364], mean action: 16.487 [0.000, 31.000],  loss: 49.855080, mae: 148.926178, mean_q: 162.290604
 323705/378151: episode: 1361, duration: 2.983s, episode steps: 267, steps per second:  90, episode reward: 102.787, mean reward:  0.385 [-0.005,  0.463], mean action: 13.345 [0.000, 31.000],  loss: 49.325367, mae: 149.014420, mean_q: 162.044067
 323972/378151: episode: 1362, duration: 2.960s, episode steps: 267, steps per second:  90, episode reward: 129.857, mean reward:  0.486 [ 0.087,  0.649], mean action: 14.824 [0.000, 31.000],  loss: 50.592972, mae: 148.514801, mean_q: 161.587051
 324239/378151: episode: 1363, duration: 2.994s, episode steps: 267, steps per second:  89, episode reward: 94.453, mean reward:  0.354 [ 0.079,  0.505], mean action: 14.554 [0.000, 31.000],  loss: 56.096146, mae: 148.264023, mean_q: 161.595062
 324506/378151: episode: 1364, duration: 2.935s, episode steps: 267, steps per second:  91, episode reward: 102.756, mean reward:  0.385 [ 0.087,  0.452], mean action: 14.558 [0.000, 31.000],  loss: 64.862907, mae: 147.772308, mean_q: 160.945084
 324569/378151: episode: 1365, duration: 0.733s, episode steps:  63, steps per second:  86, episode reward: 17.503, mean reward:  0.278 [-0.005,  0.386], mean action: 16.444 [0.000, 31.000],  loss: 52.646152, mae: 147.719177, mean_q: 160.787903
 324836/378151: episode: 1366, duration: 2.942s, episode steps: 267, steps per second:  91, episode reward: 110.888, mean reward:  0.415 [ 0.017,  0.488], mean action: 16.232 [0.000, 31.000],  loss: 66.142265, mae: 147.840012, mean_q: 161.316818
 325103/378151: episode: 1367, duration: 2.949s, episode steps: 267, steps per second:  91, episode reward: 82.277, mean reward:  0.308 [-0.005,  0.482], mean action: 16.719 [0.000, 31.000],  loss: 44.694580, mae: 148.028702, mean_q: 161.322067
 325370/378151: episode: 1368, duration: 2.985s, episode steps: 267, steps per second:  89, episode reward: 78.249, mean reward:  0.293 [-0.005,  0.319], mean action: 9.584 [0.000, 29.000],  loss: 58.848801, mae: 147.620209, mean_q: 161.016586
 325639/378151: episode: 1369, duration: 2.965s, episode steps: 269, steps per second:  91, episode reward: 90.242, mean reward:  0.335 [-0.005,  0.370], mean action: 13.257 [2.000, 29.000],  loss: 53.001583, mae: 147.506989, mean_q: 161.156250
 325906/378151: episode: 1370, duration: 3.022s, episode steps: 267, steps per second:  88, episode reward: 153.582, mean reward:  0.575 [ 0.087,  0.649], mean action: 15.067 [0.000, 31.000],  loss: 41.627903, mae: 148.083893, mean_q: 161.455368
 326173/378151: episode: 1371, duration: 2.960s, episode steps: 267, steps per second:  90, episode reward: 107.990, mean reward:  0.404 [-0.005,  0.453], mean action: 15.921 [0.000, 31.000],  loss: 60.296516, mae: 147.703323, mean_q: 161.177872
 326440/378151: episode: 1372, duration: 2.975s, episode steps: 267, steps per second:  90, episode reward: 116.020, mean reward:  0.435 [ 0.074,  0.478], mean action: 16.708 [0.000, 31.000],  loss: 58.144794, mae: 148.580841, mean_q: 162.049667
 326707/378151: episode: 1373, duration: 2.967s, episode steps: 267, steps per second:  90, episode reward: 93.456, mean reward:  0.350 [ 0.087,  0.401], mean action: 14.839 [0.000, 31.000],  loss: 54.012478, mae: 148.396286, mean_q: 162.074142
 326974/378151: episode: 1374, duration: 2.983s, episode steps: 267, steps per second:  90, episode reward: 84.748, mean reward:  0.317 [-0.005,  0.457], mean action: 14.573 [0.000, 31.000],  loss: 65.195297, mae: 148.345642, mean_q: 161.948151
 326999/378151: episode: 1375, duration: 0.276s, episode steps:  25, steps per second:  90, episode reward:  6.381, mean reward:  0.255 [ 0.133,  0.310], mean action: 13.760 [0.000, 31.000],  loss: 44.363602, mae: 148.500778, mean_q: 161.806213
 327266/378151: episode: 1376, duration: 2.968s, episode steps: 267, steps per second:  90, episode reward: 114.256, mean reward:  0.428 [ 0.087,  0.526], mean action: 15.127 [0.000, 31.000],  loss: 45.494732, mae: 148.778946, mean_q: 162.272537
 327533/378151: episode: 1377, duration: 2.933s, episode steps: 267, steps per second:  91, episode reward: 96.321, mean reward:  0.361 [-0.005,  0.480], mean action: 13.599 [0.000, 31.000],  loss: 56.247688, mae: 148.318970, mean_q: 161.784836
 327800/378151: episode: 1378, duration: 2.994s, episode steps: 267, steps per second:  89, episode reward: 110.134, mean reward:  0.412 [ 0.087,  0.466], mean action: 14.614 [0.000, 31.000],  loss: 60.360901, mae: 148.170288, mean_q: 161.499802
 328067/378151: episode: 1379, duration: 2.933s, episode steps: 267, steps per second:  91, episode reward: 112.944, mean reward:  0.423 [ 0.107,  0.473], mean action: 16.176 [0.000, 31.000],  loss: 52.917126, mae: 147.633636, mean_q: 161.007706
 328334/378151: episode: 1380, duration: 2.998s, episode steps: 267, steps per second:  89, episode reward: 78.232, mean reward:  0.293 [-0.005,  0.331], mean action: 14.019 [0.000, 31.000],  loss: 55.404552, mae: 147.770340, mean_q: 161.197250
 328601/378151: episode: 1381, duration: 2.972s, episode steps: 267, steps per second:  90, episode reward: 120.678, mean reward:  0.452 [-0.005,  0.643], mean action: 14.566 [0.000, 31.000],  loss: 51.367176, mae: 148.008530, mean_q: 161.277542
 328868/378151: episode: 1382, duration: 2.954s, episode steps: 267, steps per second:  90, episode reward: 160.486, mean reward:  0.601 [ 0.087,  0.643], mean action: 10.019 [0.000, 31.000],  loss: 50.473011, mae: 147.854019, mean_q: 161.212570
 329135/378151: episode: 1383, duration: 2.974s, episode steps: 267, steps per second:  90, episode reward: 132.350, mean reward:  0.496 [ 0.087,  0.641], mean action: 16.037 [0.000, 31.000],  loss: 40.768238, mae: 148.660614, mean_q: 162.096054
 329402/378151: episode: 1384, duration: 2.952s, episode steps: 267, steps per second:  90, episode reward: 88.114, mean reward:  0.330 [-0.005,  0.462], mean action: 15.146 [0.000, 31.000],  loss: 48.335144, mae: 148.924652, mean_q: 162.484131
 329669/378151: episode: 1385, duration: 2.976s, episode steps: 267, steps per second:  90, episode reward: 104.955, mean reward:  0.393 [ 0.087,  0.467], mean action: 16.434 [0.000, 31.000],  loss: 53.304554, mae: 148.771011, mean_q: 162.262421
 329902/378151: episode: 1386, duration: 2.582s, episode steps: 233, steps per second:  90, episode reward: 128.760, mean reward:  0.553 [ 0.087,  0.646], mean action: 13.575 [0.000, 31.000],  loss: 52.364990, mae: 148.973511, mean_q: 162.353134
 330074/378151: episode: 1387, duration: 1.919s, episode steps: 172, steps per second:  90, episode reward: 49.248, mean reward:  0.286 [-0.005,  0.407], mean action: 14.297 [0.000, 31.000],  loss: 56.547890, mae: 149.129059, mean_q: 162.917938
 330341/378151: episode: 1388, duration: 2.969s, episode steps: 267, steps per second:  90, episode reward: 110.681, mean reward:  0.415 [ 0.087,  0.475], mean action: 15.783 [0.000, 31.000],  loss: 53.962742, mae: 149.284515, mean_q: 162.937973
 330608/378151: episode: 1389, duration: 2.948s, episode steps: 267, steps per second:  91, episode reward: 118.075, mean reward:  0.442 [ 0.137,  0.466], mean action: 17.532 [0.000, 31.000],  loss: 47.260826, mae: 149.595200, mean_q: 163.015091
 330875/378151: episode: 1390, duration: 3.000s, episode steps: 267, steps per second:  89, episode reward: 108.675, mean reward:  0.407 [ 0.087,  0.468], mean action: 14.412 [0.000, 31.000],  loss: 55.856785, mae: 149.319092, mean_q: 162.656265
 331142/378151: episode: 1391, duration: 2.903s, episode steps: 267, steps per second:  92, episode reward: 114.570, mean reward:  0.429 [-0.005,  0.647], mean action: 16.116 [0.000, 31.000],  loss: 37.433456, mae: 149.640701, mean_q: 162.836166
 331409/378151: episode: 1392, duration: 2.995s, episode steps: 267, steps per second:  89, episode reward: 117.236, mean reward:  0.439 [ 0.087,  0.477], mean action: 15.356 [0.000, 31.000],  loss: 56.041050, mae: 149.679352, mean_q: 163.218979
 331676/378151: episode: 1393, duration: 3.002s, episode steps: 267, steps per second:  89, episode reward: 111.743, mean reward:  0.419 [ 0.137,  0.474], mean action: 12.622 [0.000, 31.000],  loss: 38.979816, mae: 149.964340, mean_q: 163.391876
 331943/378151: episode: 1394, duration: 2.935s, episode steps: 267, steps per second:  91, episode reward: 105.114, mean reward:  0.394 [-0.005,  0.589], mean action: 16.468 [0.000, 31.000],  loss: 40.876163, mae: 149.830414, mean_q: 163.086395
 332210/378151: episode: 1395, duration: 2.990s, episode steps: 267, steps per second:  89, episode reward: 58.014, mean reward:  0.217 [-0.005,  0.360], mean action: 15.000 [0.000, 31.000],  loss: 53.962021, mae: 149.312347, mean_q: 162.655289
