Training for 378151 steps ...
     36/378151: episode: 1, duration: 0.169s, episode steps:  36, steps per second: 213, episode reward:  5.274, mean reward:  0.146 [-0.005,  0.306], mean action: 15.778 [0.000, 30.000],  loss: --, mae: --, mean_q: --
 305750/378151: episode: 1286, duration: 3.059s, episode steps: 267, steps per second:  87, episode reward: 97.416, mean reward:  0.365 [-0.005,  0.454], mean action: 13.404 [0.000, 31.000],  loss: 59.094124, mae: 148.215973, mean_q: 162.100616
 306017/378151: episode: 1287, duration: 3.186s, episode steps: 267, steps per second:  84, episode reward: 106.587, mean reward:  0.399 [-0.005,  0.448], mean action: 16.184 [0.000, 31.000],  loss: 47.237103, mae: 148.957993, mean_q: 162.796997
 306284/378151: episode: 1288, duration: 3.087s, episode steps: 267, steps per second:  87, episode reward: 63.230, mean reward:  0.237 [-0.005,  0.482], mean action: 16.453 [0.000, 31.000],  loss: 48.033123, mae: 148.987823, mean_q: 162.565674
 306551/378151: episode: 1289, duration: 3.187s, episode steps: 267, steps per second:  84, episode reward: 81.280, mean reward:  0.304 [-0.005,  0.461], mean action: 16.228 [0.000, 31.000],  loss: 52.083157, mae: 148.293335, mean_q: 161.898499
 306818/378151: episode: 1290, duration: 3.236s, episode steps: 267, steps per second:  82, episode reward: 102.717, mean reward:  0.385 [-0.005,  0.438], mean action: 16.453 [0.000, 31.000],  loss: 52.796482, mae: 147.517563, mean_q: 161.412476
 307085/378151: episode: 1291, duration: 3.044s, episode steps: 267, steps per second:  88, episode reward: 103.255, mean reward:  0.387 [ 0.119,  0.451], mean action: 16.337 [0.000, 31.000],  loss: 46.816429, mae: 148.309631, mean_q: 161.934601
 307352/378151: episode: 1292, duration: 3.125s, episode steps: 267, steps per second:  85, episode reward: 115.004, mean reward:  0.431 [-0.005,  0.640], mean action: 14.037 [0.000, 31.000],  loss: 50.355705, mae: 148.076584, mean_q: 161.653793
 307619/378151: episode: 1293, duration: 3.063s, episode steps: 267, steps per second:  87, episode reward: 96.376, mean reward:  0.361 [-0.005,  0.476], mean action: 15.850 [0.000, 31.000],  loss: 45.761940, mae: 147.758774, mean_q: 161.530899
 307886/378151: episode: 1294, duration: 3.120s, episode steps: 267, steps per second:  86, episode reward: 41.302, mean reward:  0.155 [-0.005,  0.297], mean action: 16.191 [0.000, 31.000],  loss: 61.355659, mae: 147.625732, mean_q: 161.270569
 308153/378151: episode: 1295, duration: 3.050s, episode steps: 267, steps per second:  88, episode reward: 79.194, mean reward:  0.297 [ 0.137,  0.320], mean action: 11.494 [0.000, 29.000],  loss: 51.648899, mae: 147.700226, mean_q: 161.235107
 308420/378151: episode: 1296, duration: 3.134s, episode steps: 267, steps per second:  85, episode reward: 108.144, mean reward:  0.405 [ 0.133,  0.448], mean action: 19.644 [2.000, 31.000],  loss: 53.648277, mae: 148.063812, mean_q: 161.750946
 308687/378151: episode: 1297, duration: 3.136s, episode steps: 267, steps per second:  85, episode reward: 94.267, mean reward:  0.353 [ 0.116,  0.434], mean action: 17.446 [0.000, 31.000],  loss: 57.126503, mae: 148.217926, mean_q: 162.064667
 308954/378151: episode: 1298, duration: 3.047s, episode steps: 267, steps per second:  88, episode reward: 90.083, mean reward:  0.337 [ 0.116,  0.369], mean action: 14.079 [0.000, 31.000],  loss: 52.299458, mae: 148.622986, mean_q: 162.266068
 309062/378151: episode: 1299, duration: 1.268s, episode steps: 108, steps per second:  85, episode reward: 28.429, mean reward:  0.263 [-0.005,  0.302], mean action: 18.806 [1.000, 30.000],  loss: 46.896317, mae: 148.795074, mean_q: 162.668686
 309329/378151: episode: 1300, duration: 3.049s, episode steps: 267, steps per second:  88, episode reward: 52.531, mean reward:  0.197 [-0.005,  0.308], mean action: 14.337 [0.000, 31.000],  loss: 53.231541, mae: 149.139542, mean_q: 162.829147
 309506/378151: episode: 1301, duration: 2.039s, episode steps: 177, steps per second:  87, episode reward: 53.882, mean reward:  0.304 [ 0.137,  0.334], mean action: 12.328 [0.000, 31.000],  loss: 66.083878, mae: 148.793884, mean_q: 162.488541
 309773/378151: episode: 1302, duration: 3.143s, episode steps: 267, steps per second:  85, episode reward: 148.517, mean reward:  0.556 [ 0.116,  0.645], mean action: 15.779 [0.000, 31.000],  loss: 52.132572, mae: 149.040436, mean_q: 162.853668
 309849/378151: episode: 1303, duration: 0.856s, episode steps:  76, steps per second:  89, episode reward: 16.616, mean reward:  0.219 [-0.005,  0.304], mean action: 14.895 [0.000, 31.000],  loss: 54.881367, mae: 148.167709, mean_q: 161.633102
 310116/378151: episode: 1304, duration: 3.124s, episode steps: 267, steps per second:  85, episode reward: 123.388, mean reward:  0.462 [-0.005,  0.648], mean action: 14.225 [0.000, 31.000],  loss: 59.053745, mae: 148.699585, mean_q: 162.574173
 310385/378151: episode: 1305, duration: 3.149s, episode steps: 269, steps per second:  85, episode reward: 75.272, mean reward:  0.280 [-0.005,  0.597], mean action: 15.777 [0.000, 31.000],  loss: 60.561924, mae: 148.523285, mean_q: 162.454178
 310652/378151: episode: 1306, duration: 3.044s, episode steps: 267, steps per second:  88, episode reward: 91.658, mean reward:  0.343 [-0.005,  0.448], mean action: 17.004 [0.000, 31.000],  loss: 60.486534, mae: 148.266388, mean_q: 161.816422
 310919/378151: episode: 1307, duration: 3.129s, episode steps: 267, steps per second:  85, episode reward: 69.016, mean reward:  0.258 [-0.005,  0.434], mean action: 16.659 [0.000, 31.000],  loss: 48.284100, mae: 148.206665, mean_q: 161.818588
 311186/378151: episode: 1308, duration: 3.024s, episode steps: 267, steps per second:  88, episode reward: 110.294, mean reward:  0.413 [ 0.087,  0.462], mean action: 16.251 [0.000, 31.000],  loss: 48.232979, mae: 148.285812, mean_q: 161.786514
 311453/378151: episode: 1309, duration: 3.142s, episode steps: 267, steps per second:  85, episode reward: 56.159, mean reward:  0.210 [-0.005,  0.264], mean action: 15.753 [0.000, 30.000],  loss: 65.491005, mae: 148.337738, mean_q: 162.109680
 311720/378151: episode: 1310, duration: 3.080s, episode steps: 267, steps per second:  87, episode reward: 86.271, mean reward:  0.323 [-0.005,  0.369], mean action: 11.457 [0.000, 31.000],  loss: 38.789803, mae: 148.557907, mean_q: 162.016617
 311987/378151: episode: 1311, duration: 3.058s, episode steps: 267, steps per second:  87, episode reward: 51.615, mean reward:  0.193 [-0.005,  0.303], mean action: 17.670 [0.000, 31.000],  loss: 77.136993, mae: 147.852493, mean_q: 161.356308
 312254/378151: episode: 1312, duration: 3.117s, episode steps: 267, steps per second:  86, episode reward: 80.753, mean reward:  0.302 [-0.005,  0.327], mean action: 15.888 [0.000, 29.000],  loss: 46.911079, mae: 148.283340, mean_q: 161.945023
 312521/378151: episode: 1313, duration: 3.046s, episode steps: 267, steps per second:  88, episode reward: 104.061, mean reward:  0.390 [ 0.061,  0.460], mean action: 17.356 [0.000, 31.000],  loss: 46.110912, mae: 149.003372, mean_q: 162.765594
 312788/378151: episode: 1314, duration: 3.126s, episode steps: 267, steps per second:  85, episode reward: 103.801, mean reward:  0.389 [-0.005,  0.478], mean action: 11.989 [0.000, 31.000],  loss: 52.651531, mae: 148.842087, mean_q: 162.326096
 313055/378151: episode: 1315, duration: 3.025s, episode steps: 267, steps per second:  88, episode reward: 128.700, mean reward:  0.482 [ 0.137,  0.648], mean action: 14.434 [0.000, 31.000],  loss: 63.788303, mae: 148.975571, mean_q: 162.622406
 313322/378151: episode: 1316, duration: 3.140s, episode steps: 267, steps per second:  85, episode reward: 89.797, mean reward:  0.336 [ 0.064,  0.499], mean action: 17.914 [0.000, 31.000],  loss: 53.434193, mae: 148.492218, mean_q: 162.113068
 313589/378151: episode: 1317, duration: 3.092s, episode steps: 267, steps per second:  86, episode reward: 71.163, mean reward:  0.267 [ 0.091,  0.308], mean action: 15.517 [0.000, 31.000],  loss: 59.700642, mae: 148.558319, mean_q: 162.125259
 313858/378151: episode: 1318, duration: 3.065s, episode steps: 269, steps per second:  88, episode reward: 112.701, mean reward:  0.419 [ 0.087,  0.459], mean action: 16.524 [0.000, 31.000],  loss: 53.011993, mae: 148.855225, mean_q: 162.319138
 314127/378151: episode: 1319, duration: 3.157s, episode steps: 269, steps per second:  85, episode reward: 156.093, mean reward:  0.580 [ 0.087,  0.640], mean action: 16.160 [0.000, 31.000],  loss: 50.118080, mae: 149.258331, mean_q: 162.481064
 314394/378151: episode: 1320, duration: 3.055s, episode steps: 267, steps per second:  87, episode reward: 92.266, mean reward:  0.346 [ 0.087,  0.467], mean action: 15.723 [0.000, 31.000],  loss: 53.456947, mae: 149.110367, mean_q: 162.695541
 314661/378151: episode: 1321, duration: 3.118s, episode steps: 267, steps per second:  86, episode reward: 76.394, mean reward:  0.286 [ 0.087,  0.319], mean action: 16.633 [0.000, 29.000],  loss: 66.261223, mae: 148.793716, mean_q: 162.457199
 314928/378151: episode: 1322, duration: 3.072s, episode steps: 267, steps per second:  87, episode reward: 127.185, mean reward:  0.476 [-0.005,  0.634], mean action: 15.944 [0.000, 31.000],  loss: 67.313599, mae: 148.773270, mean_q: 162.084412
 315195/378151: episode: 1323, duration: 3.104s, episode steps: 267, steps per second:  86, episode reward: 108.953, mean reward:  0.408 [ 0.087,  0.479], mean action: 14.757 [0.000, 31.000],  loss: 49.255421, mae: 148.600540, mean_q: 161.923401
 315462/378151: episode: 1324, duration: 3.135s, episode steps: 267, steps per second:  85, episode reward: 83.853, mean reward:  0.314 [-0.005,  0.319], mean action: 12.404 [3.000, 27.000],  loss: 55.468628, mae: 147.986481, mean_q: 161.214172
 315729/378151: episode: 1325, duration: 3.027s, episode steps: 267, steps per second:  88, episode reward: 65.752, mean reward:  0.246 [-0.005,  0.432], mean action: 16.124 [0.000, 31.000],  loss: 48.431976, mae: 148.593719, mean_q: 162.153030
 315996/378151: episode: 1326, duration: 3.097s, episode steps: 267, steps per second:  86, episode reward: 95.766, mean reward:  0.359 [-0.005,  0.463], mean action: 14.176 [0.000, 31.000],  loss: 52.700718, mae: 148.830460, mean_q: 162.070557
 316263/378151: episode: 1327, duration: 3.046s, episode steps: 267, steps per second:  88, episode reward: 36.145, mean reward:  0.135 [-0.005,  0.344], mean action: 14.393 [0.000, 31.000],  loss: 62.072170, mae: 148.213425, mean_q: 161.723068
 316530/378151: episode: 1328, duration: 3.125s, episode steps: 267, steps per second:  85, episode reward: 57.178, mean reward:  0.214 [-0.005,  0.480], mean action: 14.483 [0.000, 31.000],  loss: 53.993214, mae: 148.299133, mean_q: 161.485031
 316797/378151: episode: 1329, duration: 3.060s, episode steps: 267, steps per second:  87, episode reward: 55.896, mean reward:  0.209 [-0.005,  0.298], mean action: 14.393 [0.000, 31.000],  loss: 67.805458, mae: 147.422806, mean_q: 160.793030
 317064/378151: episode: 1330, duration: 3.136s, episode steps: 267, steps per second:  85, episode reward: 61.442, mean reward:  0.230 [-0.005,  0.403], mean action: 16.749 [0.000, 31.000],  loss: 75.692085, mae: 146.568848, mean_q: 160.139160
 317331/378151: episode: 1331, duration: 3.111s, episode steps: 267, steps per second:  86, episode reward: 94.613, mean reward:  0.354 [-0.005,  0.448], mean action: 14.981 [0.000, 31.000],  loss: 43.060173, mae: 146.948685, mean_q: 160.478851
 317598/378151: episode: 1332, duration: 3.053s, episode steps: 267, steps per second:  87, episode reward: 59.007, mean reward:  0.221 [-0.005,  0.295], mean action: 16.921 [0.000, 31.000],  loss: 48.550812, mae: 147.875610, mean_q: 161.011475
 317865/378151: episode: 1333, duration: 3.124s, episode steps: 267, steps per second:  85, episode reward: 138.221, mean reward:  0.518 [-0.005,  0.636], mean action: 14.049 [0.000, 31.000],  loss: 51.627441, mae: 147.628662, mean_q: 160.994034
 317935/378151: episode: 1334, duration: 0.792s, episode steps:  70, steps per second:  88, episode reward: 13.303, mean reward:  0.190 [-0.005,  0.306], mean action: 18.086 [0.000, 31.000],  loss: 68.536942, mae: 147.773712, mean_q: 160.935486
 318202/378151: episode: 1335, duration: 3.137s, episode steps: 267, steps per second:  85, episode reward: 90.454, mean reward:  0.339 [-0.005,  0.622], mean action: 14.674 [0.000, 31.000],  loss: 76.728241, mae: 147.431870, mean_q: 161.164001
 318469/378151: episode: 1336, duration: 3.042s, episode steps: 267, steps per second:  88, episode reward: 50.189, mean reward:  0.188 [-0.005,  0.325], mean action: 14.393 [0.000, 31.000],  loss: 44.498341, mae: 147.871368, mean_q: 161.241638
 318738/378151: episode: 1337, duration: 3.160s, episode steps: 269, steps per second:  85, episode reward: 50.713, mean reward:  0.189 [-0.005,  0.308], mean action: 15.312 [0.000, 31.000],  loss: 68.654655, mae: 147.680710, mean_q: 160.914062
 319005/378151: episode: 1338, duration: 3.047s, episode steps: 267, steps per second:  88, episode reward: 125.433, mean reward:  0.470 [ 0.041,  0.614], mean action: 16.206 [0.000, 31.000],  loss: 60.465450, mae: 146.808060, mean_q: 160.038971
 319272/378151: episode: 1339, duration: 3.113s, episode steps: 267, steps per second:  86, episode reward: 51.110, mean reward:  0.191 [-0.005,  0.289], mean action: 16.423 [0.000, 31.000],  loss: 64.079369, mae: 146.981247, mean_q: 160.344742
 319539/378151: episode: 1340, duration: 3.127s, episode steps: 267, steps per second:  85, episode reward: 99.352, mean reward:  0.372 [ 0.087,  0.440], mean action: 17.625 [0.000, 31.000],  loss: 53.373425, mae: 147.355927, mean_q: 160.452820
 319703/378151: episode: 1341, duration: 1.832s, episode steps: 164, steps per second:  90, episode reward: 57.587, mean reward:  0.351 [-0.005,  0.642], mean action: 17.854 [0.000, 31.000],  loss: 42.353146, mae: 147.662994, mean_q: 160.687500
 319970/378151: episode: 1342, duration: 3.116s, episode steps: 267, steps per second:  86, episode reward: 117.197, mean reward:  0.439 [ 0.133,  0.474], mean action: 15.528 [0.000, 31.000],  loss: 71.331871, mae: 147.283737, mean_q: 160.470444
 320237/378151: episode: 1343, duration: 3.111s, episode steps: 267, steps per second:  86, episode reward: 81.770, mean reward:  0.306 [-0.005,  0.407], mean action: 13.727 [0.000, 31.000],  loss: 48.496738, mae: 147.246521, mean_q: 160.478088
 320407/378151: episode: 1344, duration: 1.971s, episode steps: 170, steps per second:  86, episode reward: 49.922, mean reward:  0.294 [-0.005,  0.395], mean action: 13.571 [0.000, 31.000],  loss: 58.230267, mae: 147.200363, mean_q: 160.525208
 320467/378151: episode: 1345, duration: 0.680s, episode steps:  60, steps per second:  88, episode reward: 18.133, mean reward:  0.302 [ 0.087,  0.388], mean action: 10.367 [0.000, 31.000],  loss: 46.470581, mae: 146.819321, mean_q: 159.912750
 320736/378151: episode: 1346, duration: 3.152s, episode steps: 269, steps per second:  85, episode reward: 109.555, mean reward:  0.407 [ 0.087,  0.440], mean action: 17.807 [0.000, 31.000],  loss: 55.841328, mae: 146.990417, mean_q: 160.218094
 321003/378151: episode: 1347, duration: 3.063s, episode steps: 267, steps per second:  87, episode reward: 61.338, mean reward:  0.230 [-0.005,  0.334], mean action: 15.075 [0.000, 31.000],  loss: 60.206367, mae: 146.712173, mean_q: 159.911957
 321270/378151: episode: 1348, duration: 3.110s, episode steps: 267, steps per second:  86, episode reward: 99.040, mean reward:  0.371 [-0.005,  0.597], mean action: 16.768 [0.000, 31.000],  loss: 49.944626, mae: 146.572601, mean_q: 159.765686
 321537/378151: episode: 1349, duration: 3.061s, episode steps: 267, steps per second:  87, episode reward: 75.301, mean reward:  0.282 [-0.005,  0.423], mean action: 13.869 [0.000, 31.000],  loss: 56.327160, mae: 146.257523, mean_q: 159.223495
 321665/378151: episode: 1350, duration: 1.506s, episode steps: 128, steps per second:  85, episode reward: 35.991, mean reward:  0.281 [-0.005,  0.470], mean action: 16.617 [0.000, 31.000],  loss: 56.384300, mae: 146.174316, mean_q: 159.408966
 321932/378151: episode: 1351, duration: 3.104s, episode steps: 267, steps per second:  86, episode reward: 153.491, mean reward:  0.575 [ 0.137,  0.648], mean action: 16.022 [0.000, 31.000],  loss: 63.931164, mae: 145.916016, mean_q: 159.415375
 322199/378151: episode: 1352, duration: 3.009s, episode steps: 267, steps per second:  89, episode reward: 109.047, mean reward:  0.408 [-0.005,  0.482], mean action: 14.996 [0.000, 31.000],  loss: 54.942490, mae: 146.248596, mean_q: 159.424591
 322466/378151: episode: 1353, duration: 3.113s, episode steps: 267, steps per second:  86, episode reward: 101.843, mean reward:  0.381 [-0.005,  0.461], mean action: 15.228 [0.000, 31.000],  loss: 52.784950, mae: 146.465881, mean_q: 159.798080
 322733/378151: episode: 1354, duration: 3.082s, episode steps: 267, steps per second:  87, episode reward: 104.203, mean reward:  0.390 [ 0.087,  0.446], mean action: 11.086 [0.000, 31.000],  loss: 53.318321, mae: 146.262909, mean_q: 159.663864
 323000/378151: episode: 1355, duration: 3.133s, episode steps: 267, steps per second:  85, episode reward: 103.961, mean reward:  0.389 [-0.005,  0.466], mean action: 15.667 [0.000, 31.000],  loss: 51.758179, mae: 146.369980, mean_q: 159.689453
 323267/378151: episode: 1356, duration: 3.042s, episode steps: 267, steps per second:  88, episode reward: 96.487, mean reward:  0.361 [-0.005,  0.444], mean action: 16.933 [0.000, 31.000],  loss: 54.079681, mae: 146.129974, mean_q: 159.365875
 323534/378151: episode: 1357, duration: 3.130s, episode steps: 267, steps per second:  85, episode reward: 110.168, mean reward:  0.413 [-0.005,  0.640], mean action: 15.948 [0.000, 31.000],  loss: 50.755844, mae: 146.168121, mean_q: 159.886093
 323801/378151: episode: 1358, duration: 3.004s, episode steps: 267, steps per second:  89, episode reward: 51.145, mean reward:  0.192 [-0.005,  0.292], mean action: 14.764 [0.000, 31.000],  loss: 49.639534, mae: 146.267441, mean_q: 159.757019
 324068/378151: episode: 1359, duration: 3.107s, episode steps: 267, steps per second:  86, episode reward: 59.951, mean reward:  0.225 [-0.005,  0.335], mean action: 15.191 [0.000, 31.000],  loss: 50.058372, mae: 147.018768, mean_q: 160.532608
 324335/378151: episode: 1360, duration: 3.115s, episode steps: 267, steps per second:  86, episode reward: 101.836, mean reward:  0.381 [ 0.076,  0.479], mean action: 14.697 [0.000, 31.000],  loss: 53.341881, mae: 146.221863, mean_q: 159.745560
 324355/378151: episode: 1361, duration: 0.235s, episode steps:  20, steps per second:  85, episode reward:  5.830, mean reward:  0.291 [ 0.137,  0.359], mean action: 16.900 [0.000, 30.000],  loss: 67.139931, mae: 144.632721, mean_q: 157.097229
 324622/378151: episode: 1362, duration: 3.023s, episode steps: 267, steps per second:  88, episode reward: 106.131, mean reward:  0.397 [ 0.137,  0.433], mean action: 15.715 [0.000, 31.000],  loss: 57.857941, mae: 146.572617, mean_q: 159.901596
 324889/378151: episode: 1363, duration: 3.108s, episode steps: 267, steps per second:  86, episode reward: 50.602, mean reward:  0.190 [-0.005,  0.294], mean action: 14.670 [0.000, 31.000],  loss: 51.312473, mae: 146.755402, mean_q: 159.964127
 325156/378151: episode: 1364, duration: 3.020s, episode steps: 267, steps per second:  88, episode reward: 113.579, mean reward:  0.425 [ 0.087,  0.478], mean action: 15.318 [0.000, 31.000],  loss: 53.577076, mae: 146.645966, mean_q: 159.962952
 325423/378151: episode: 1365, duration: 3.104s, episode steps: 267, steps per second:  86, episode reward: 80.029, mean reward:  0.300 [-0.005,  0.471], mean action: 16.730 [0.000, 31.000],  loss: 55.181931, mae: 146.517120, mean_q: 159.834335
 325690/378151: episode: 1366, duration: 3.127s, episode steps: 267, steps per second:  85, episode reward: 82.075, mean reward:  0.307 [-0.005,  0.478], mean action: 14.202 [0.000, 31.000],  loss: 71.862564, mae: 146.372086, mean_q: 159.993073
 325957/378151: episode: 1367, duration: 3.043s, episode steps: 267, steps per second:  88, episode reward: 116.402, mean reward:  0.436 [ 0.137,  0.483], mean action: 15.708 [0.000, 31.000],  loss: 57.956184, mae: 146.803757, mean_q: 160.198318
 326224/378151: episode: 1368, duration: 3.134s, episode steps: 267, steps per second:  85, episode reward: 134.933, mean reward:  0.505 [-0.005,  0.646], mean action: 11.955 [0.000, 31.000],  loss: 48.473526, mae: 146.913330, mean_q: 160.267212
 326494/378151: episode: 1369, duration: 3.085s, episode steps: 270, steps per second:  88, episode reward: 118.813, mean reward:  0.440 [ 0.087,  0.515], mean action: 15.567 [0.000, 31.000],  loss: 56.212646, mae: 146.654709, mean_q: 159.879456
 326761/378151: episode: 1370, duration: 3.121s, episode steps: 267, steps per second:  86, episode reward: 92.624, mean reward:  0.347 [-0.005,  0.442], mean action: 16.004 [0.000, 31.000],  loss: 73.631531, mae: 146.533920, mean_q: 160.589325
 327028/378151: episode: 1371, duration: 3.069s, episode steps: 267, steps per second:  87, episode reward: 106.740, mean reward:  0.400 [ 0.137,  0.516], mean action: 16.187 [0.000, 31.000],  loss: 51.521412, mae: 146.536194, mean_q: 160.212982
 327295/378151: episode: 1372, duration: 3.130s, episode steps: 267, steps per second:  85, episode reward: 56.498, mean reward:  0.212 [-0.005,  0.322], mean action: 15.888 [0.000, 31.000],  loss: 43.427586, mae: 146.738815, mean_q: 160.118042
 327515/378151: episode: 1373, duration: 2.548s, episode steps: 220, steps per second:  86, episode reward: 69.456, mean reward:  0.316 [-0.005,  0.470], mean action: 16.709 [0.000, 31.000],  loss: 53.901398, mae: 146.362366, mean_q: 159.859451
 327782/378151: episode: 1374, duration: 3.136s, episode steps: 267, steps per second:  85, episode reward: 69.500, mean reward:  0.260 [-0.005,  0.340], mean action: 15.479 [0.000, 31.000],  loss: 38.801083, mae: 146.377197, mean_q: 159.761612
 328049/378151: episode: 1375, duration: 3.060s, episode steps: 267, steps per second:  87, episode reward: 75.407, mean reward:  0.282 [-0.005,  0.479], mean action: 13.071 [0.000, 31.000],  loss: 45.322025, mae: 147.079025, mean_q: 160.550018
 328316/378151: episode: 1376, duration: 3.104s, episode steps: 267, steps per second:  86, episode reward: 115.340, mean reward:  0.432 [ 0.137,  0.468], mean action: 15.367 [0.000, 31.000],  loss: 46.328621, mae: 147.515549, mean_q: 161.091797
 328583/378151: episode: 1377, duration: 3.108s, episode steps: 267, steps per second:  86, episode reward: 86.257, mean reward:  0.323 [ 0.133,  0.467], mean action: 16.195 [0.000, 31.000],  loss: 60.958321, mae: 148.047134, mean_q: 162.038940
 328850/378151: episode: 1378, duration: 3.047s, episode steps: 267, steps per second:  88, episode reward: 109.951, mean reward:  0.412 [ 0.133,  0.445], mean action: 14.858 [0.000, 31.000],  loss: 61.164307, mae: 147.979843, mean_q: 161.700775
 329117/378151: episode: 1379, duration: 3.145s, episode steps: 267, steps per second:  85, episode reward: 47.286, mean reward:  0.177 [-0.005,  0.295], mean action: 16.139 [0.000, 31.000],  loss: 55.956806, mae: 149.093277, mean_q: 162.733551
 329256/378151: episode: 1380, duration: 1.623s, episode steps: 139, steps per second:  86, episode reward: 38.954, mean reward:  0.280 [-0.005,  0.308], mean action: 11.906 [1.000, 31.000],  loss: 47.982914, mae: 149.215240, mean_q: 163.080795
 329523/378151: episode: 1381, duration: 3.079s, episode steps: 267, steps per second:  87, episode reward: 126.194, mean reward:  0.473 [-0.005,  0.633], mean action: 16.052 [0.000, 31.000],  loss: 42.355621, mae: 148.550812, mean_q: 161.968842
 329790/378151: episode: 1382, duration: 3.122s, episode steps: 267, steps per second:  86, episode reward: 91.886, mean reward:  0.344 [ 0.087,  0.461], mean action: 13.360 [0.000, 31.000],  loss: 44.571369, mae: 148.919357, mean_q: 162.230072
 330057/378151: episode: 1383, duration: 3.081s, episode steps: 267, steps per second:  87, episode reward: 78.847, mean reward:  0.295 [-0.005,  0.378], mean action: 15.734 [0.000, 31.000],  loss: 45.598827, mae: 148.706818, mean_q: 162.517181
 330324/378151: episode: 1384, duration: 3.128s, episode steps: 267, steps per second:  85, episode reward: 157.950, mean reward:  0.592 [ 0.137,  0.646], mean action: 14.959 [0.000, 31.000],  loss: 62.694244, mae: 149.313354, mean_q: 163.074753
 330591/378151: episode: 1385, duration: 3.039s, episode steps: 267, steps per second:  88, episode reward: 68.436, mean reward:  0.256 [-0.005,  0.447], mean action: 17.895 [0.000, 31.000],  loss: 58.054787, mae: 149.099548, mean_q: 162.603973
 330858/378151: episode: 1386, duration: 3.143s, episode steps: 267, steps per second:  85, episode reward: 98.977, mean reward:  0.371 [-0.005,  0.468], mean action: 14.933 [0.000, 31.000],  loss: 59.732189, mae: 148.711426, mean_q: 162.245514
 331128/378151: episode: 1387, duration: 3.142s, episode steps: 270, steps per second:  86, episode reward: 113.907, mean reward:  0.422 [ 0.087,  0.472], mean action: 13.459 [0.000, 31.000],  loss: 29.752125, mae: 149.222397, mean_q: 162.596771
 331395/378151: episode: 1388, duration: 3.071s, episode steps: 267, steps per second:  87, episode reward: 112.252, mean reward:  0.420 [-0.005,  0.491], mean action: 15.225 [0.000, 31.000],  loss: 55.593719, mae: 148.541138, mean_q: 162.171173
 331662/378151: episode: 1389, duration: 3.121s, episode steps: 267, steps per second:  86, episode reward: 127.889, mean reward:  0.479 [ 0.087,  0.640], mean action: 16.423 [0.000, 31.000],  loss: 66.368729, mae: 148.394272, mean_q: 161.849594
 331816/378151: episode: 1390, duration: 1.796s, episode steps: 154, steps per second:  86, episode reward: 33.046, mean reward:  0.215 [-0.005,  0.305], mean action: 13.558 [0.000, 31.000],  loss: 45.092182, mae: 148.300537, mean_q: 161.558655
 332083/378151: episode: 1391, duration: 3.025s, episode steps: 267, steps per second:  88, episode reward: 60.170, mean reward:  0.225 [-0.005,  0.295], mean action: 14.835 [0.000, 31.000],  loss: 45.787930, mae: 148.200623, mean_q: 161.848145
 332350/378151: episode: 1392, duration: 3.138s, episode steps: 267, steps per second:  85, episode reward: 115.677, mean reward:  0.433 [ 0.087,  0.474], mean action: 18.592 [0.000, 31.000],  loss: 77.343765, mae: 147.460052, mean_q: 161.093063
 332617/378151: episode: 1393, duration: 3.051s, episode steps: 267, steps per second:  88, episode reward: 69.952, mean reward:  0.262 [-0.005,  0.308], mean action: 15.487 [0.000, 31.000],  loss: 45.369026, mae: 147.420609, mean_q: 160.690033
 332886/378151: episode: 1394, duration: 3.120s, episode steps: 269, steps per second:  86, episode reward: 84.714, mean reward:  0.315 [ 0.087,  0.362], mean action: 16.394 [0.000, 30.000],  loss: 45.953796, mae: 147.077530, mean_q: 160.127533
 333153/378151: episode: 1395, duration: 3.137s, episode steps: 267, steps per second:  85, episode reward: 60.024, mean reward:  0.225 [-0.005,  0.357], mean action: 18.348 [0.000, 31.000],  loss: 52.672798, mae: 147.183075, mean_q: 160.499115
 333420/378151: episode: 1396, duration: 3.050s, episode steps: 267, steps per second:  88, episode reward: 110.138, mean reward:  0.413 [-0.005,  0.455], mean action: 17.442 [0.000, 31.000],  loss: 58.311150, mae: 146.785095, mean_q: 160.170670
 333687/378151: episode: 1397, duration: 3.102s, episode steps: 267, steps per second:  86, episode reward: 136.956, mean reward:  0.513 [-0.005,  0.646], mean action: 16.985 [0.000, 31.000],  loss: 48.714779, mae: 146.709702, mean_q: 160.168289
 333957/378151: episode: 1398, duration: 3.100s, episode steps: 270, steps per second:  87, episode reward: 136.046, mean reward:  0.504 [ 0.087,  0.642], mean action: 15.826 [0.000, 31.000],  loss: 59.548988, mae: 146.962936, mean_q: 160.448151
 334224/378151: episode: 1399, duration: 3.111s, episode steps: 267, steps per second:  86, episode reward: 56.428, mean reward:  0.211 [-0.005,  0.300], mean action: 15.918 [0.000, 31.000],  loss: 40.562634, mae: 146.926666, mean_q: 160.302109
 334491/378151: episode: 1400, duration: 3.056s, episode steps: 267, steps per second:  87, episode reward: 101.525, mean reward:  0.380 [ 0.133,  0.433], mean action: 13.824 [0.000, 31.000],  loss: 46.370861, mae: 147.084808, mean_q: 160.304245
 334758/378151: episode: 1401, duration: 3.139s, episode steps: 267, steps per second:  85, episode reward: 51.551, mean reward:  0.193 [-0.005,  0.294], mean action: 15.513 [0.000, 31.000],  loss: 67.300110, mae: 146.843338, mean_q: 160.154297
