Training for 100000 steps ...
     7/100000: episode: 1, duration: 0.064s, episode steps:   7, steps per second: 109, episode reward:  0.056, mean reward:  0.008 [ 0.002,  0.014], mean action: 16.143 [2.000, 30.000],  loss: --, mae: --, mean_q: --
 72610/100000: episode: 350, duration: 0.588s, episode steps:  63, steps per second: 107, episode reward:  0.135, mean reward:  0.002 [-0.001,  0.010], mean action: 17.413 [1.000, 31.000],  loss: 65.965019, mae: 173.752853, mean_q: 186.670135
 72877/100000: episode: 351, duration: 2.603s, episode steps: 267, steps per second: 103, episode reward:  0.167, mean reward:  0.001 [ 0.000,  0.012], mean action: 17.015 [0.000, 31.000],  loss: 73.927231, mae: 173.144577, mean_q: 186.390244
 73144/100000: episode: 352, duration: 2.599s, episode steps: 267, steps per second: 103, episode reward:  0.153, mean reward:  0.001 [ 0.000,  0.009], mean action: 15.277 [0.000, 31.000],  loss: 83.661674, mae: 173.372253, mean_q: 186.445343
 73411/100000: episode: 353, duration: 2.599s, episode steps: 267, steps per second: 103, episode reward:  0.348, mean reward:  0.001 [ 0.000,  0.011], mean action: 17.030 [0.000, 31.000],  loss: 80.063316, mae: 172.946426, mean_q: 186.039734
 73678/100000: episode: 354, duration: 2.644s, episode steps: 267, steps per second: 101, episode reward:  0.150, mean reward:  0.001 [ 0.000,  0.013], mean action: 13.607 [0.000, 31.000],  loss: 52.973007, mae: 173.562271, mean_q: 186.448380
 73889/100000: episode: 355, duration: 2.070s, episode steps: 211, steps per second: 102, episode reward:  0.068, mean reward:  0.000 [-0.001,  0.008], mean action: 15.550 [0.000, 31.000],  loss: 71.832710, mae: 173.720047, mean_q: 186.429672
 74156/100000: episode: 356, duration: 2.651s, episode steps: 267, steps per second: 101, episode reward:  0.157, mean reward:  0.001 [ 0.000,  0.010], mean action: 12.798 [0.000, 31.000],  loss: 70.077126, mae: 173.355743, mean_q: 186.472565
 74423/100000: episode: 357, duration: 2.608s, episode steps: 267, steps per second: 102, episode reward:  0.345, mean reward:  0.001 [ 0.000,  0.013], mean action: 12.345 [0.000, 31.000],  loss: 96.390793, mae: 173.896362, mean_q: 186.947327
 74690/100000: episode: 358, duration: 2.615s, episode steps: 267, steps per second: 102, episode reward:  0.160, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.266 [0.000, 31.000],  loss: 68.288704, mae: 174.117661, mean_q: 187.263779
 74957/100000: episode: 359, duration: 2.587s, episode steps: 267, steps per second: 103, episode reward:  0.169, mean reward:  0.001 [ 0.000,  0.011], mean action: 14.925 [0.000, 31.000],  loss: 72.368507, mae: 173.801376, mean_q: 186.834534
 75224/100000: episode: 360, duration: 2.663s, episode steps: 267, steps per second: 100, episode reward:  0.159, mean reward:  0.001 [ 0.000,  0.013], mean action: 16.045 [0.000, 31.000],  loss: 64.242699, mae: 174.251266, mean_q: 187.469940
 75491/100000: episode: 361, duration: 2.624s, episode steps: 267, steps per second: 102, episode reward:  0.111, mean reward:  0.000 [ 0.000,  0.015], mean action: 16.790 [0.000, 31.000],  loss: 72.105553, mae: 174.250992, mean_q: 187.260162
 75758/100000: episode: 362, duration: 2.653s, episode steps: 267, steps per second: 101, episode reward:  0.331, mean reward:  0.001 [ 0.000,  0.011], mean action: 16.805 [0.000, 31.000],  loss: 74.414452, mae: 174.211761, mean_q: 187.607010
 76025/100000: episode: 363, duration: 2.638s, episode steps: 267, steps per second: 101, episode reward:  0.164, mean reward:  0.001 [ 0.000,  0.010], mean action: 13.846 [0.000, 31.000],  loss: 74.726074, mae: 174.354156, mean_q: 187.685379
 76292/100000: episode: 364, duration: 2.601s, episode steps: 267, steps per second: 103, episode reward:  0.109, mean reward:  0.000 [ 0.000,  0.009], mean action: 14.985 [0.000, 31.000],  loss: 79.348099, mae: 175.832855, mean_q: 189.324066
 76559/100000: episode: 365, duration: 2.634s, episode steps: 267, steps per second: 101, episode reward:  0.124, mean reward:  0.000 [ 0.000,  0.011], mean action: 17.191 [0.000, 31.000],  loss: 89.583611, mae: 175.316589, mean_q: 188.467148
 76826/100000: episode: 366, duration: 2.583s, episode steps: 267, steps per second: 103, episode reward:  0.155, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.311 [0.000, 31.000],  loss: 82.218246, mae: 175.308350, mean_q: 188.522385
 77093/100000: episode: 367, duration: 2.659s, episode steps: 267, steps per second: 100, episode reward:  0.158, mean reward:  0.001 [ 0.000,  0.011], mean action: 15.607 [0.000, 31.000],  loss: 76.747704, mae: 175.386261, mean_q: 188.557739
 77360/100000: episode: 368, duration: 2.615s, episode steps: 267, steps per second: 102, episode reward:  0.145, mean reward:  0.001 [ 0.000,  0.014], mean action: 15.854 [0.000, 31.000],  loss: 80.504761, mae: 174.765503, mean_q: 187.915405
 77627/100000: episode: 369, duration: 2.639s, episode steps: 267, steps per second: 101, episode reward:  0.099, mean reward:  0.000 [ 0.000,  0.008], mean action: 14.562 [0.000, 31.000],  loss: 72.959900, mae: 174.198608, mean_q: 187.148209
 77894/100000: episode: 370, duration: 2.690s, episode steps: 267, steps per second:  99, episode reward:  0.118, mean reward:  0.000 [ 0.000,  0.008], mean action: 15.873 [0.000, 31.000],  loss: 82.025017, mae: 173.491119, mean_q: 186.309967
 78161/100000: episode: 371, duration: 2.599s, episode steps: 267, steps per second: 103, episode reward:  0.146, mean reward:  0.001 [ 0.000,  0.009], mean action: 15.652 [0.000, 31.000],  loss: 83.239891, mae: 173.582153, mean_q: 186.726166
 78414/100000: episode: 372, duration: 2.517s, episode steps: 253, steps per second: 100, episode reward:  0.143, mean reward:  0.001 [-0.001,  0.011], mean action: 16.798 [0.000, 31.000],  loss: 96.578003, mae: 172.526260, mean_q: 185.957504
 78681/100000: episode: 373, duration: 2.603s, episode steps: 267, steps per second: 103, episode reward:  0.068, mean reward:  0.000 [ 0.000,  0.008], mean action: 17.543 [0.000, 30.000],  loss: 79.045311, mae: 173.048889, mean_q: 186.298569
 78948/100000: episode: 374, duration: 2.674s, episode steps: 267, steps per second: 100, episode reward:  0.118, mean reward:  0.000 [ 0.000,  0.010], mean action: 14.966 [0.000, 31.000],  loss: 85.465721, mae: 173.187286, mean_q: 186.322052
 79215/100000: episode: 375, duration: 2.619s, episode steps: 267, steps per second: 102, episode reward:  0.164, mean reward:  0.001 [ 0.000,  0.012], mean action: 16.210 [0.000, 31.000],  loss: 82.160652, mae: 173.632812, mean_q: 186.817154
 79482/100000: episode: 376, duration: 2.667s, episode steps: 267, steps per second: 100, episode reward:  0.117, mean reward:  0.000 [ 0.000,  0.009], mean action: 17.360 [0.000, 31.000],  loss: 72.137062, mae: 173.301910, mean_q: 186.130890
 79553/100000: episode: 377, duration: 0.690s, episode steps:  71, steps per second: 103, episode reward:  0.137, mean reward:  0.002 [-0.001,  0.009], mean action: 17.732 [1.000, 31.000],  loss: 85.071297, mae: 173.904648, mean_q: 187.301346
 79820/100000: episode: 378, duration: 2.663s, episode steps: 267, steps per second: 100, episode reward:  0.162, mean reward:  0.001 [ 0.000,  0.009], mean action: 16.584 [0.000, 31.000],  loss: 81.785042, mae: 173.271881, mean_q: 186.434814
 79832/100000: episode: 379, duration: 0.123s, episode steps:  12, steps per second:  97, episode reward:  0.060, mean reward:  0.005 [ 0.000,  0.009], mean action: 20.750 [3.000, 30.000],  loss: 58.567001, mae: 170.611160, mean_q: 183.955017
 79853/100000: episode: 380, duration: 0.209s, episode steps:  21, steps per second: 100, episode reward:  0.050, mean reward:  0.002 [-0.001,  0.011], mean action: 16.857 [1.000, 31.000],  loss: 56.832218, mae: 172.231812, mean_q: 185.293015
 80120/100000: episode: 381, duration: 2.673s, episode steps: 267, steps per second: 100, episode reward:  0.134, mean reward:  0.001 [ 0.000,  0.009], mean action: 16.532 [0.000, 31.000],  loss: 87.380455, mae: 173.734848, mean_q: 186.926056
 80389/100000: episode: 382, duration: 2.644s, episode steps: 269, steps per second: 102, episode reward:  0.154, mean reward:  0.001 [ 0.000,  0.011], mean action: 18.063 [1.000, 31.000],  loss: 72.996559, mae: 173.607513, mean_q: 186.911713
 80656/100000: episode: 383, duration: 2.691s, episode steps: 267, steps per second:  99, episode reward:  0.104, mean reward:  0.000 [ 0.000,  0.014], mean action: 15.539 [0.000, 31.000],  loss: 82.073067, mae: 174.692642, mean_q: 188.368042
 80923/100000: episode: 384, duration: 2.634s, episode steps: 267, steps per second: 101, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.015], mean action: 14.270 [0.000, 31.000],  loss: 80.108681, mae: 174.920395, mean_q: 188.330872
 81009/100000: episode: 385, duration: 0.883s, episode steps:  86, steps per second:  97, episode reward:  0.343, mean reward:  0.004 [-0.001,  0.014], mean action: 15.977 [0.000, 31.000],  loss: 62.710144, mae: 176.761734, mean_q: 190.518494
 81218/100000: episode: 386, duration: 2.052s, episode steps: 209, steps per second: 102, episode reward:  0.337, mean reward:  0.002 [-0.001,  0.015], mean action: 13.139 [0.000, 31.000],  loss: 98.727867, mae: 175.228241, mean_q: 188.793701
 81325/100000: episode: 387, duration: 1.079s, episode steps: 107, steps per second:  99, episode reward:  0.165, mean reward:  0.002 [-0.001,  0.013], mean action: 14.617 [0.000, 31.000],  loss: 125.323479, mae: 174.630325, mean_q: 188.418716
 81592/100000: episode: 388, duration: 2.632s, episode steps: 267, steps per second: 101, episode reward:  0.144, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.228 [0.000, 31.000],  loss: 79.510429, mae: 175.327515, mean_q: 188.852386
 81861/100000: episode: 389, duration: 2.682s, episode steps: 269, steps per second: 100, episode reward:  0.143, mean reward:  0.001 [ 0.000,  0.012], mean action: 16.792 [0.000, 31.000],  loss: 63.184841, mae: 176.348114, mean_q: 189.900070
 82128/100000: episode: 390, duration: 2.635s, episode steps: 267, steps per second: 101, episode reward:  0.344, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.625 [0.000, 31.000],  loss: 84.300858, mae: 176.323639, mean_q: 189.619095
 82395/100000: episode: 391, duration: 2.676s, episode steps: 267, steps per second: 100, episode reward:  0.044, mean reward:  0.000 [ 0.000,  0.007], mean action: 10.678 [0.000, 29.000],  loss: 79.918411, mae: 176.153793, mean_q: 189.617249
 82662/100000: episode: 392, duration: 2.703s, episode steps: 267, steps per second:  99, episode reward:  0.343, mean reward:  0.001 [ 0.000,  0.011], mean action: 15.007 [0.000, 31.000],  loss: 82.552719, mae: 176.139877, mean_q: 189.563583
 82929/100000: episode: 393, duration: 2.645s, episode steps: 267, steps per second: 101, episode reward:  0.340, mean reward:  0.001 [ 0.000,  0.011], mean action: 14.738 [0.000, 31.000],  loss: 59.485970, mae: 176.123337, mean_q: 189.633224
 83196/100000: episode: 394, duration: 2.690s, episode steps: 267, steps per second:  99, episode reward:  0.128, mean reward:  0.000 [ 0.000,  0.012], mean action: 14.745 [0.000, 31.000],  loss: 70.701355, mae: 177.606766, mean_q: 190.952148
 83463/100000: episode: 395, duration: 2.647s, episode steps: 267, steps per second: 101, episode reward:  0.203, mean reward:  0.001 [ 0.000,  0.009], mean action: 16.082 [0.000, 31.000],  loss: 97.310333, mae: 177.040878, mean_q: 190.820084
 83690/100000: episode: 396, duration: 2.309s, episode steps: 227, steps per second:  98, episode reward:  0.161, mean reward:  0.001 [-0.001,  0.010], mean action: 15.388 [0.000, 31.000],  loss: 74.050331, mae: 177.138916, mean_q: 190.632019
 83957/100000: episode: 397, duration: 2.632s, episode steps: 267, steps per second: 101, episode reward:  0.338, mean reward:  0.001 [ 0.000,  0.014], mean action: 16.554 [0.000, 31.000],  loss: 94.991447, mae: 176.730835, mean_q: 190.034958
 84226/100000: episode: 398, duration: 2.706s, episode steps: 269, steps per second:  99, episode reward:  0.112, mean reward:  0.000 [ 0.000,  0.010], mean action: 16.911 [0.000, 31.000],  loss: 71.052620, mae: 176.518509, mean_q: 189.794800
 84493/100000: episode: 399, duration: 2.667s, episode steps: 267, steps per second: 100, episode reward:  0.348, mean reward:  0.001 [ 0.000,  0.015], mean action: 15.019 [0.000, 31.000],  loss: 98.540367, mae: 176.666931, mean_q: 190.174835
 84762/100000: episode: 400, duration: 2.713s, episode steps: 269, steps per second:  99, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.015], mean action: 15.498 [1.000, 31.000],  loss: 85.408333, mae: 175.794434, mean_q: 189.015167
 85029/100000: episode: 401, duration: 2.694s, episode steps: 267, steps per second:  99, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.012], mean action: 16.022 [0.000, 31.000],  loss: 65.364937, mae: 176.816940, mean_q: 190.537643
 85296/100000: episode: 402, duration: 2.642s, episode steps: 267, steps per second: 101, episode reward:  0.135, mean reward:  0.001 [ 0.000,  0.009], mean action: 14.322 [0.000, 31.000],  loss: 77.353729, mae: 176.399094, mean_q: 189.783005
 85565/100000: episode: 403, duration: 2.736s, episode steps: 269, steps per second:  98, episode reward:  0.345, mean reward:  0.001 [ 0.000,  0.016], mean action: 15.264 [0.000, 31.000],  loss: 69.385048, mae: 177.402420, mean_q: 190.781708
 85832/100000: episode: 404, duration: 2.644s, episode steps: 267, steps per second: 101, episode reward:  0.162, mean reward:  0.001 [ 0.000,  0.011], mean action: 16.371 [0.000, 31.000],  loss: 72.340096, mae: 177.257004, mean_q: 190.679688
 85919/100000: episode: 405, duration: 0.896s, episode steps:  87, steps per second:  97, episode reward:  0.151, mean reward:  0.002 [-0.001,  0.012], mean action: 16.310 [0.000, 31.000],  loss: 79.437889, mae: 176.787643, mean_q: 190.212616
 86012/100000: episode: 406, duration: 0.915s, episode steps:  93, steps per second: 102, episode reward:  0.117, mean reward:  0.001 [-0.001,  0.011], mean action: 16.892 [1.000, 31.000],  loss: 45.940971, mae: 177.323563, mean_q: 190.639572
 86279/100000: episode: 407, duration: 2.722s, episode steps: 267, steps per second:  98, episode reward:  0.141, mean reward:  0.001 [ 0.000,  0.009], mean action: 17.835 [0.000, 31.000],  loss: 91.044159, mae: 177.229660, mean_q: 190.771698
 86546/100000: episode: 408, duration: 2.676s, episode steps: 267, steps per second: 100, episode reward:  0.346, mean reward:  0.001 [ 0.000,  0.013], mean action: 16.839 [0.000, 31.000],  loss: 77.570251, mae: 177.417603, mean_q: 190.954437
 86813/100000: episode: 409, duration: 2.721s, episode steps: 267, steps per second:  98, episode reward:  0.098, mean reward:  0.000 [ 0.000,  0.007], mean action: 15.401 [0.000, 31.000],  loss: 75.993866, mae: 176.823700, mean_q: 190.325516
 86935/100000: episode: 410, duration: 1.253s, episode steps: 122, steps per second:  97, episode reward:  0.116, mean reward:  0.001 [-0.001,  0.013], mean action: 17.008 [0.000, 31.000],  loss: 101.193802, mae: 177.057571, mean_q: 190.416840
 87202/100000: episode: 411, duration: 2.654s, episode steps: 267, steps per second: 101, episode reward:  0.148, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.891 [0.000, 31.000],  loss: 74.611488, mae: 177.745087, mean_q: 191.411514
 87469/100000: episode: 412, duration: 2.734s, episode steps: 267, steps per second:  98, episode reward:  0.117, mean reward:  0.000 [ 0.000,  0.010], mean action: 12.281 [0.000, 30.000],  loss: 79.149849, mae: 178.081055, mean_q: 191.787827
 87483/100000: episode: 413, duration: 0.145s, episode steps:  14, steps per second:  97, episode reward:  0.054, mean reward:  0.004 [ 0.000,  0.009], mean action: 18.571 [0.000, 30.000],  loss: 119.814743, mae: 176.165283, mean_q: 189.286636
 87750/100000: episode: 414, duration: 2.716s, episode steps: 267, steps per second:  98, episode reward:  0.340, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.816 [0.000, 31.000],  loss: 100.749214, mae: 176.823212, mean_q: 190.501205
 88017/100000: episode: 415, duration: 2.658s, episode steps: 267, steps per second: 100, episode reward:  0.049, mean reward:  0.000 [ 0.000,  0.008], mean action: 16.236 [0.000, 31.000],  loss: 82.569611, mae: 177.673279, mean_q: 191.392929
 88284/100000: episode: 416, duration: 2.724s, episode steps: 267, steps per second:  98, episode reward:  0.050, mean reward:  0.000 [ 0.000,  0.007], mean action: 17.116 [0.000, 31.000],  loss: 59.792473, mae: 178.110245, mean_q: 192.050476
 88551/100000: episode: 417, duration: 2.668s, episode steps: 267, steps per second: 100, episode reward:  0.062, mean reward:  0.000 [ 0.000,  0.010], mean action: 17.397 [0.000, 31.000],  loss: 80.113487, mae: 178.757324, mean_q: 192.444885
 88820/100000: episode: 418, duration: 2.748s, episode steps: 269, steps per second:  98, episode reward:  0.130, mean reward:  0.000 [ 0.000,  0.012], mean action: 16.346 [0.000, 31.000],  loss: 83.231857, mae: 178.569214, mean_q: 192.243698
 89087/100000: episode: 419, duration: 2.678s, episode steps: 267, steps per second: 100, episode reward:  0.160, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.337 [0.000, 31.000],  loss: 69.055305, mae: 179.488495, mean_q: 193.276672
 89354/100000: episode: 420, duration: 2.733s, episode steps: 267, steps per second:  98, episode reward:  0.099, mean reward:  0.000 [ 0.000,  0.013], mean action: 17.251 [0.000, 31.000],  loss: 84.557274, mae: 178.982315, mean_q: 192.253632
 89421/100000: episode: 421, duration: 0.654s, episode steps:  67, steps per second: 103, episode reward:  0.341, mean reward:  0.005 [-0.001,  0.016], mean action: 12.940 [1.000, 31.000],  loss: 82.968102, mae: 179.745056, mean_q: 193.338501
 89500/100000: episode: 422, duration: 0.845s, episode steps:  79, steps per second:  94, episode reward:  0.159, mean reward:  0.002 [-0.001,  0.012], mean action: 14.203 [1.000, 31.000],  loss: 63.070122, mae: 179.535522, mean_q: 192.932007
 89767/100000: episode: 423, duration: 2.667s, episode steps: 267, steps per second: 100, episode reward:  0.332, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.079 [1.000, 31.000],  loss: 94.216690, mae: 178.291351, mean_q: 192.135010
 89850/100000: episode: 424, duration: 0.869s, episode steps:  83, steps per second:  96, episode reward:  0.155, mean reward:  0.002 [-0.001,  0.012], mean action: 15.458 [0.000, 31.000],  loss: 121.520721, mae: 176.699371, mean_q: 189.942413
 90117/100000: episode: 425, duration: 2.664s, episode steps: 267, steps per second: 100, episode reward:  0.084, mean reward:  0.000 [ 0.000,  0.006], mean action: 13.820 [0.000, 31.000],  loss: 70.193466, mae: 178.280685, mean_q: 192.088516
 90384/100000: episode: 426, duration: 2.757s, episode steps: 267, steps per second:  97, episode reward:  0.156, mean reward:  0.001 [ 0.000,  0.010], mean action: 16.067 [0.000, 31.000],  loss: 79.381905, mae: 178.559341, mean_q: 192.121460
 90651/100000: episode: 427, duration: 2.772s, episode steps: 267, steps per second:  96, episode reward:  0.143, mean reward:  0.001 [ 0.000,  0.014], mean action: 15.944 [0.000, 30.000],  loss: 69.290352, mae: 178.564850, mean_q: 192.160614
 90918/100000: episode: 428, duration: 2.700s, episode steps: 267, steps per second:  99, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.015], mean action: 14.034 [0.000, 31.000],  loss: 63.399403, mae: 178.126373, mean_q: 191.551758
 90933/100000: episode: 429, duration: 0.157s, episode steps:  15, steps per second:  96, episode reward:  0.051, mean reward:  0.003 [-0.000,  0.011], mean action: 18.533 [3.000, 31.000],  loss: 118.742393, mae: 181.498367, mean_q: 194.917648
 91200/100000: episode: 430, duration: 2.755s, episode steps: 267, steps per second:  97, episode reward:  0.139, mean reward:  0.001 [ 0.000,  0.008], mean action: 18.288 [0.000, 31.000],  loss: 86.049805, mae: 178.888611, mean_q: 192.709412
 91467/100000: episode: 431, duration: 2.674s, episode steps: 267, steps per second: 100, episode reward:  0.167, mean reward:  0.001 [ 0.000,  0.014], mean action: 15.434 [0.000, 31.000],  loss: 111.697083, mae: 178.248154, mean_q: 191.691650
 91734/100000: episode: 432, duration: 2.732s, episode steps: 267, steps per second:  98, episode reward:  0.167, mean reward:  0.001 [ 0.000,  0.012], mean action: 14.393 [0.000, 31.000],  loss: 72.024918, mae: 178.041397, mean_q: 191.874466
 91983/100000: episode: 433, duration: 2.495s, episode steps: 249, steps per second: 100, episode reward:  0.092, mean reward:  0.000 [-0.001,  0.008], mean action: 13.317 [0.000, 31.000],  loss: 67.340622, mae: 178.015869, mean_q: 191.360794
 92250/100000: episode: 434, duration: 2.753s, episode steps: 267, steps per second:  97, episode reward:  0.169, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.139 [0.000, 31.000],  loss: 78.475288, mae: 177.653870, mean_q: 191.056702
 92517/100000: episode: 435, duration: 2.879s, episode steps: 267, steps per second:  93, episode reward:  0.161, mean reward:  0.001 [ 0.000,  0.008], mean action: 14.745 [0.000, 31.000],  loss: 74.169647, mae: 177.781113, mean_q: 191.104691
 92757/100000: episode: 436, duration: 2.469s, episode steps: 240, steps per second:  97, episode reward:  0.146, mean reward:  0.001 [-0.001,  0.011], mean action: 13.092 [0.000, 31.000],  loss: 81.679634, mae: 177.555374, mean_q: 191.362045
 93024/100000: episode: 437, duration: 2.812s, episode steps: 267, steps per second:  95, episode reward:  0.164, mean reward:  0.001 [ 0.000,  0.011], mean action: 14.184 [0.000, 31.000],  loss: 69.291580, mae: 178.895752, mean_q: 192.542953
 93291/100000: episode: 438, duration: 2.729s, episode steps: 267, steps per second:  98, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.010], mean action: 16.037 [0.000, 31.000],  loss: 90.689034, mae: 178.111938, mean_q: 191.855316
 93558/100000: episode: 439, duration: 2.816s, episode steps: 267, steps per second:  95, episode reward:  0.138, mean reward:  0.001 [ 0.000,  0.010], mean action: 21.682 [0.000, 30.000],  loss: 94.783249, mae: 178.422195, mean_q: 192.366547
 93825/100000: episode: 440, duration: 2.750s, episode steps: 267, steps per second:  97, episode reward:  0.063, mean reward:  0.000 [ 0.000,  0.008], mean action: 10.142 [0.000, 30.000],  loss: 59.495197, mae: 178.973984, mean_q: 192.180573
 94092/100000: episode: 441, duration: 2.827s, episode steps: 267, steps per second:  94, episode reward:  0.151, mean reward:  0.001 [ 0.000,  0.010], mean action: 16.884 [0.000, 31.000],  loss: 84.276993, mae: 177.558350, mean_q: 191.066849
 94361/100000: episode: 442, duration: 2.738s, episode steps: 269, steps per second:  98, episode reward:  0.340, mean reward:  0.001 [ 0.000,  0.010], mean action: 14.818 [0.000, 31.000],  loss: 95.342537, mae: 177.464691, mean_q: 191.109909
 94628/100000: episode: 443, duration: 2.766s, episode steps: 267, steps per second:  97, episode reward:  0.090, mean reward:  0.000 [ 0.000,  0.009], mean action: 16.498 [0.000, 31.000],  loss: 81.674988, mae: 178.151398, mean_q: 191.828323
 94700/100000: episode: 444, duration: 0.738s, episode steps:  72, steps per second:  98, episode reward:  0.162, mean reward:  0.002 [-0.001,  0.013], mean action: 15.028 [0.000, 31.000],  loss: 68.203613, mae: 178.063904, mean_q: 191.609268
 94796/100000: episode: 445, duration: 1.013s, episode steps:  96, steps per second:  95, episode reward:  0.118, mean reward:  0.001 [-0.001,  0.014], mean action: 14.062 [1.000, 31.000],  loss: 88.660362, mae: 178.335205, mean_q: 191.936844
 95063/100000: episode: 446, duration: 2.761s, episode steps: 267, steps per second:  97, episode reward:  0.334, mean reward:  0.001 [ 0.000,  0.012], mean action: 17.011 [0.000, 31.000],  loss: 85.681152, mae: 177.171234, mean_q: 190.835709
 95330/100000: episode: 447, duration: 2.749s, episode steps: 267, steps per second:  97, episode reward:  0.331, mean reward:  0.001 [ 0.000,  0.012], mean action: 17.097 [0.000, 31.000],  loss: 77.189606, mae: 176.474258, mean_q: 189.901947
 95599/100000: episode: 448, duration: 2.789s, episode steps: 269, steps per second:  96, episode reward:  0.134, mean reward:  0.000 [ 0.000,  0.014], mean action: 15.639 [0.000, 31.000],  loss: 80.374847, mae: 176.746490, mean_q: 190.554657
 95866/100000: episode: 449, duration: 2.736s, episode steps: 267, steps per second:  98, episode reward:  0.057, mean reward:  0.000 [ 0.000,  0.008], mean action: 9.030 [0.000, 31.000],  loss: 66.510185, mae: 177.443817, mean_q: 191.050369
 96079/100000: episode: 450, duration: 2.207s, episode steps: 213, steps per second:  97, episode reward:  0.247, mean reward:  0.001 [-0.001,  0.012], mean action: 14.103 [0.000, 31.000],  loss: 77.728279, mae: 176.892456, mean_q: 190.776230
 96346/100000: episode: 451, duration: 2.769s, episode steps: 267, steps per second:  96, episode reward:  0.243, mean reward:  0.001 [ 0.000,  0.014], mean action: 14.625 [0.000, 31.000],  loss: 77.958084, mae: 177.375275, mean_q: 190.836899
 96613/100000: episode: 452, duration: 2.782s, episode steps: 267, steps per second:  96, episode reward:  0.138, mean reward:  0.001 [ 0.000,  0.011], mean action: 16.659 [0.000, 31.000],  loss: 97.787773, mae: 177.334076, mean_q: 191.203186
 96880/100000: episode: 453, duration: 2.726s, episode steps: 267, steps per second:  98, episode reward:  0.122, mean reward:  0.000 [ 0.000,  0.012], mean action: 15.464 [0.000, 31.000],  loss: 78.029037, mae: 176.750565, mean_q: 190.356918
 97147/100000: episode: 454, duration: 2.777s, episode steps: 267, steps per second:  96, episode reward:  0.160, mean reward:  0.001 [ 0.000,  0.009], mean action: 14.787 [0.000, 31.000],  loss: 83.684303, mae: 176.560242, mean_q: 189.993713
 97414/100000: episode: 455, duration: 2.708s, episode steps: 267, steps per second:  99, episode reward:  0.123, mean reward:  0.000 [ 0.000,  0.009], mean action: 17.041 [0.000, 31.000],  loss: 87.786018, mae: 176.799179, mean_q: 190.656754
 97681/100000: episode: 456, duration: 2.800s, episode steps: 267, steps per second:  95, episode reward:  0.160, mean reward:  0.001 [ 0.000,  0.016], mean action: 14.180 [0.000, 31.000],  loss: 90.103165, mae: 176.333511, mean_q: 189.981354
 97858/100000: episode: 457, duration: 1.822s, episode steps: 177, steps per second:  97, episode reward:  0.156, mean reward:  0.001 [-0.001,  0.010], mean action: 16.124 [0.000, 31.000],  loss: 95.339691, mae: 177.133118, mean_q: 191.065628
 97974/100000: episode: 458, duration: 1.228s, episode steps: 116, steps per second:  94, episode reward:  0.090, mean reward:  0.001 [-0.001,  0.007], mean action: 13.000 [0.000, 30.000],  loss: 53.153145, mae: 177.089035, mean_q: 190.778534
 98133/100000: episode: 459, duration: 1.671s, episode steps: 159, steps per second:  95, episode reward:  0.166, mean reward:  0.001 [-0.001,  0.009], mean action: 14.447 [0.000, 31.000],  loss: 76.554016, mae: 177.413773, mean_q: 191.235352
 98400/100000: episode: 460, duration: 2.741s, episode steps: 267, steps per second:  97, episode reward:  0.338, mean reward:  0.001 [ 0.000,  0.015], mean action: 17.891 [0.000, 31.000],  loss: 108.132538, mae: 176.898224, mean_q: 190.706039
 98448/100000: episode: 461, duration: 0.502s, episode steps:  48, steps per second:  96, episode reward:  0.086, mean reward:  0.002 [-0.001,  0.009], mean action: 13.875 [0.000, 31.000],  loss: 56.994564, mae: 178.108963, mean_q: 192.422806
 98715/100000: episode: 462, duration: 2.803s, episode steps: 267, steps per second:  95, episode reward:  0.134, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.367 [0.000, 31.000],  loss: 83.150215, mae: 177.406158, mean_q: 191.349838
 98982/100000: episode: 463, duration: 2.785s, episode steps: 267, steps per second:  96, episode reward:  0.130, mean reward:  0.000 [ 0.000,  0.010], mean action: 14.951 [0.000, 31.000],  loss: 65.971474, mae: 178.417633, mean_q: 192.127289
 99249/100000: episode: 464, duration: 2.765s, episode steps: 267, steps per second:  97, episode reward:  0.090, mean reward:  0.000 [ 0.000,  0.010], mean action: 14.554 [0.000, 31.000],  loss: 86.580254, mae: 177.880936, mean_q: 191.584793
 99516/100000: episode: 465, duration: 2.797s, episode steps: 267, steps per second:  95, episode reward:  0.338, mean reward:  0.001 [ 0.000,  0.012], mean action: 18.041 [0.000, 31.000],  loss: 66.447701, mae: 177.909698, mean_q: 191.642563
