Training for 100000 steps ...
    91/100000: episode: 1, duration: 1.171s, episode steps:  91, steps per second:  78, episode reward:  0.052, mean reward:  0.001 [-0.001,  0.006], mean action: 15.538 [0.000, 31.000],  loss: --, mae: --, mean_q: --
 73047/100000: episode: 350, duration: 2.672s, episode steps: 267, steps per second: 100, episode reward:  0.152, mean reward:  0.001 [ 0.000,  0.011], mean action: 14.330 [0.000, 31.000],  loss: 30.929607, mae: 120.593063, mean_q: 129.369492
 73243/100000: episode: 351, duration: 1.954s, episode steps: 196, steps per second: 100, episode reward:  0.056, mean reward:  0.000 [-0.001,  0.008], mean action: 14.378 [0.000, 31.000],  loss: 34.575623, mae: 121.350227, mean_q: 130.381897
 73510/100000: episode: 352, duration: 2.688s, episode steps: 267, steps per second:  99, episode reward:  0.156, mean reward:  0.001 [ 0.000,  0.011], mean action: 15.184 [0.000, 31.000],  loss: 36.413204, mae: 120.942986, mean_q: 129.853561
 73780/100000: episode: 353, duration: 2.647s, episode steps: 270, steps per second: 102, episode reward:  0.347, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.248 [0.000, 31.000],  loss: 33.361088, mae: 121.594025, mean_q: 130.493790
 73867/100000: episode: 354, duration: 0.882s, episode steps:  87, steps per second:  99, episode reward:  0.099, mean reward:  0.001 [-0.001,  0.007], mean action: 14.632 [0.000, 31.000],  loss: 30.054623, mae: 121.857201, mean_q: 130.741348
 74134/100000: episode: 355, duration: 2.571s, episode steps: 267, steps per second: 104, episode reward:  0.144, mean reward:  0.001 [ 0.000,  0.011], mean action: 17.581 [0.000, 31.000],  loss: 27.059710, mae: 122.006264, mean_q: 130.818848
 74401/100000: episode: 356, duration: 2.709s, episode steps: 267, steps per second:  99, episode reward:  0.075, mean reward:  0.000 [ 0.000,  0.013], mean action: 24.708 [1.000, 27.000],  loss: 32.592201, mae: 121.668030, mean_q: 130.488968
 74668/100000: episode: 357, duration: 2.613s, episode steps: 267, steps per second: 102, episode reward:  0.165, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.543 [0.000, 31.000],  loss: 30.948992, mae: 121.639053, mean_q: 130.615982
 74720/100000: episode: 358, duration: 0.541s, episode steps:  52, steps per second:  96, episode reward:  0.056, mean reward:  0.001 [-0.001,  0.010], mean action: 14.500 [0.000, 30.000],  loss: 10.563747, mae: 121.998398, mean_q: 131.151306
 74987/100000: episode: 359, duration: 2.611s, episode steps: 267, steps per second: 102, episode reward:  0.342, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.236 [0.000, 31.000],  loss: 39.938889, mae: 121.809273, mean_q: 130.728745
 75254/100000: episode: 360, duration: 2.622s, episode steps: 267, steps per second: 102, episode reward:  0.345, mean reward:  0.001 [ 0.000,  0.014], mean action: 15.154 [0.000, 31.000],  loss: 36.557945, mae: 121.653389, mean_q: 130.643906
 75521/100000: episode: 361, duration: 2.574s, episode steps: 267, steps per second: 104, episode reward:  0.214, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.588 [0.000, 31.000],  loss: 31.705656, mae: 121.912720, mean_q: 130.773346
 75788/100000: episode: 362, duration: 2.638s, episode steps: 267, steps per second: 101, episode reward:  0.130, mean reward:  0.000 [ 0.000,  0.012], mean action: 16.367 [0.000, 31.000],  loss: 24.096037, mae: 121.858063, mean_q: 130.765045
 76055/100000: episode: 363, duration: 2.557s, episode steps: 267, steps per second: 104, episode reward:  0.223, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.509 [0.000, 31.000],  loss: 36.764645, mae: 121.796959, mean_q: 130.757172
 76322/100000: episode: 364, duration: 2.624s, episode steps: 267, steps per second: 102, episode reward:  0.072, mean reward:  0.000 [ 0.000,  0.010], mean action: 14.390 [0.000, 31.000],  loss: 37.436298, mae: 122.082657, mean_q: 131.128769
 76589/100000: episode: 365, duration: 2.627s, episode steps: 267, steps per second: 102, episode reward:  0.350, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.176 [0.000, 31.000],  loss: 32.368484, mae: 122.474457, mean_q: 131.353577
 76856/100000: episode: 366, duration: 2.573s, episode steps: 267, steps per second: 104, episode reward:  0.342, mean reward:  0.001 [ 0.000,  0.016], mean action: 14.442 [0.000, 31.000],  loss: 29.878361, mae: 122.178482, mean_q: 131.163605
 77123/100000: episode: 367, duration: 2.643s, episode steps: 267, steps per second: 101, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.014], mean action: 15.513 [0.000, 31.000],  loss: 33.763271, mae: 122.589996, mean_q: 131.164246
 77390/100000: episode: 368, duration: 2.567s, episode steps: 267, steps per second: 104, episode reward:  0.059, mean reward:  0.000 [ 0.000,  0.009], mean action: 15.408 [0.000, 31.000],  loss: 35.622108, mae: 121.781555, mean_q: 130.558899
 77657/100000: episode: 369, duration: 2.632s, episode steps: 267, steps per second: 101, episode reward:  0.327, mean reward:  0.001 [ 0.000,  0.012], mean action: 14.625 [0.000, 31.000],  loss: 28.986925, mae: 122.139389, mean_q: 130.936920
 77924/100000: episode: 370, duration: 2.575s, episode steps: 267, steps per second: 104, episode reward:  0.073, mean reward:  0.000 [ 0.000,  0.008], mean action: 13.288 [0.000, 31.000],  loss: 35.309998, mae: 122.114204, mean_q: 130.960754
 78191/100000: episode: 371, duration: 2.582s, episode steps: 267, steps per second: 103, episode reward:  0.111, mean reward:  0.000 [ 0.000,  0.009], mean action: 16.453 [0.000, 31.000],  loss: 23.835320, mae: 122.116676, mean_q: 130.892242
 78208/100000: episode: 372, duration: 0.174s, episode steps:  17, steps per second:  97, episode reward:  0.054, mean reward:  0.003 [ 0.000,  0.009], mean action: 18.588 [0.000, 31.000],  loss: 13.309410, mae: 122.881920, mean_q: 131.986084
 78475/100000: episode: 373, duration: 2.621s, episode steps: 267, steps per second: 102, episode reward:  0.148, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.798 [0.000, 31.000],  loss: 45.021770, mae: 121.649162, mean_q: 130.810623
 78742/100000: episode: 374, duration: 2.584s, episode steps: 267, steps per second: 103, episode reward:  0.327, mean reward:  0.001 [ 0.000,  0.014], mean action: 15.199 [0.000, 31.000],  loss: 36.324242, mae: 122.172562, mean_q: 131.220596
 79012/100000: episode: 375, duration: 2.669s, episode steps: 270, steps per second: 101, episode reward:  0.328, mean reward:  0.001 [ 0.000,  0.011], mean action: 14.670 [0.000, 31.000],  loss: 41.123886, mae: 122.294289, mean_q: 131.150085
 79084/100000: episode: 376, duration: 0.697s, episode steps:  72, steps per second: 103, episode reward:  0.152, mean reward:  0.002 [-0.001,  0.009], mean action: 14.611 [0.000, 31.000],  loss: 38.836201, mae: 121.877388, mean_q: 130.779541
 79105/100000: episode: 377, duration: 0.252s, episode steps:  21, steps per second:  83, episode reward:  0.050, mean reward:  0.002 [-0.001,  0.010], mean action: 14.619 [2.000, 31.000],  loss: 28.917448, mae: 122.244301, mean_q: 131.145477
 79372/100000: episode: 378, duration: 2.581s, episode steps: 267, steps per second: 103, episode reward:  0.160, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.191 [0.000, 31.000],  loss: 42.881924, mae: 122.347908, mean_q: 131.422501
 79561/100000: episode: 379, duration: 1.938s, episode steps: 189, steps per second:  98, episode reward:  0.331, mean reward:  0.002 [-0.001,  0.012], mean action: 15.090 [0.000, 31.000],  loss: 35.125336, mae: 121.788628, mean_q: 130.606964
 79828/100000: episode: 380, duration: 2.613s, episode steps: 267, steps per second: 102, episode reward:  0.142, mean reward:  0.001 [ 0.000,  0.013], mean action: 14.936 [0.000, 31.000],  loss: 32.611732, mae: 121.934914, mean_q: 130.747894
 80095/100000: episode: 381, duration: 2.630s, episode steps: 267, steps per second: 102, episode reward:  0.052, mean reward:  0.000 [ 0.000,  0.010], mean action: 11.581 [0.000, 31.000],  loss: 38.568306, mae: 122.495308, mean_q: 131.394455
 80362/100000: episode: 382, duration: 2.580s, episode steps: 267, steps per second: 103, episode reward:  0.330, mean reward:  0.001 [ 0.000,  0.013], mean action: 14.333 [0.000, 31.000],  loss: 30.764755, mae: 122.239311, mean_q: 131.094055
 80373/100000: episode: 383, duration: 0.109s, episode steps:  11, steps per second: 101, episode reward:  0.050, mean reward:  0.005 [-0.001,  0.011], mean action: 14.545 [1.000, 28.000],  loss: 44.007919, mae: 122.991623, mean_q: 132.389297
 80640/100000: episode: 384, duration: 2.643s, episode steps: 267, steps per second: 101, episode reward:  0.132, mean reward:  0.000 [ 0.000,  0.011], mean action: 18.446 [0.000, 31.000],  loss: 31.157084, mae: 122.432732, mean_q: 131.313553
 80907/100000: episode: 385, duration: 2.637s, episode steps: 267, steps per second: 101, episode reward:  0.166, mean reward:  0.001 [ 0.000,  0.012], mean action: 16.315 [1.000, 31.000],  loss: 36.381691, mae: 122.218231, mean_q: 131.097610
 80982/100000: episode: 386, duration: 0.715s, episode steps:  75, steps per second: 105, episode reward:  0.112, mean reward:  0.001 [-0.001,  0.008], mean action: 13.067 [0.000, 31.000],  loss: 34.737919, mae: 122.629204, mean_q: 131.815933
 81249/100000: episode: 387, duration: 2.639s, episode steps: 267, steps per second: 101, episode reward:  0.126, mean reward:  0.000 [ 0.000,  0.009], mean action: 16.457 [0.000, 31.000],  loss: 32.865067, mae: 122.103790, mean_q: 130.897186
 81320/100000: episode: 388, duration: 0.697s, episode steps:  71, steps per second: 102, episode reward:  0.152, mean reward:  0.002 [-0.001,  0.014], mean action: 13.225 [0.000, 31.000],  loss: 29.427095, mae: 122.561523, mean_q: 131.580627
 81587/100000: episode: 389, duration: 2.632s, episode steps: 267, steps per second: 101, episode reward:  0.340, mean reward:  0.001 [ 0.000,  0.015], mean action: 14.517 [0.000, 31.000],  loss: 33.649273, mae: 122.356834, mean_q: 131.350952
 81854/100000: episode: 390, duration: 2.570s, episode steps: 267, steps per second: 104, episode reward:  0.332, mean reward:  0.001 [ 0.000,  0.014], mean action: 16.330 [0.000, 31.000],  loss: 36.776867, mae: 122.432472, mean_q: 131.453918
 82121/100000: episode: 391, duration: 2.660s, episode steps: 267, steps per second: 100, episode reward:  0.327, mean reward:  0.001 [ 0.000,  0.014], mean action: 15.577 [0.000, 31.000],  loss: 32.844765, mae: 121.904991, mean_q: 130.863297
 82388/100000: episode: 392, duration: 2.615s, episode steps: 267, steps per second: 102, episode reward:  0.142, mean reward:  0.001 [ 0.000,  0.011], mean action: 11.386 [0.000, 30.000],  loss: 39.989540, mae: 122.141197, mean_q: 131.024551
 82498/100000: episode: 393, duration: 1.138s, episode steps: 110, steps per second:  97, episode reward:  0.102, mean reward:  0.001 [-0.001,  0.010], mean action: 15.764 [0.000, 31.000],  loss: 31.781418, mae: 121.474503, mean_q: 130.655319
 82765/100000: episode: 394, duration: 2.612s, episode steps: 267, steps per second: 102, episode reward:  0.349, mean reward:  0.001 [ 0.000,  0.014], mean action: 14.577 [0.000, 31.000],  loss: 31.659069, mae: 121.462624, mean_q: 130.368500
 82825/100000: episode: 395, duration: 0.629s, episode steps:  60, steps per second:  95, episode reward:  0.056, mean reward:  0.001 [-0.001,  0.010], mean action: 17.117 [0.000, 30.000],  loss: 23.702122, mae: 122.199898, mean_q: 131.494720
 83092/100000: episode: 396, duration: 2.592s, episode steps: 267, steps per second: 103, episode reward:  0.156, mean reward:  0.001 [ 0.000,  0.010], mean action: 16.322 [0.000, 31.000],  loss: 33.643696, mae: 121.791344, mean_q: 130.848953
 83195/100000: episode: 397, duration: 1.024s, episode steps: 103, steps per second: 101, episode reward:  0.333, mean reward:  0.003 [-0.001,  0.016], mean action: 15.728 [0.000, 30.000],  loss: 26.758469, mae: 122.011436, mean_q: 130.934677
 83464/100000: episode: 398, duration: 2.688s, episode steps: 269, steps per second: 100, episode reward:  0.104, mean reward:  0.000 [ 0.000,  0.010], mean action: 7.104 [0.000, 30.000],  loss: 35.281738, mae: 122.951385, mean_q: 132.010712
 83688/100000: episode: 399, duration: 2.209s, episode steps: 224, steps per second: 101, episode reward:  0.157, mean reward:  0.001 [-0.001,  0.008], mean action: 16.527 [0.000, 31.000],  loss: 32.388630, mae: 122.790657, mean_q: 131.776276
 83870/100000: episode: 400, duration: 1.811s, episode steps: 182, steps per second: 100, episode reward:  0.338, mean reward:  0.002 [-0.001,  0.013], mean action: 16.291 [0.000, 31.000],  loss: 31.041714, mae: 122.990952, mean_q: 132.008514
 83992/100000: episode: 401, duration: 1.229s, episode steps: 122, steps per second:  99, episode reward:  0.049, mean reward:  0.000 [-0.001,  0.008], mean action: 14.262 [0.000, 31.000],  loss: 36.560658, mae: 122.301285, mean_q: 131.259048
 84259/100000: episode: 402, duration: 2.614s, episode steps: 267, steps per second: 102, episode reward:  0.154, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.416 [0.000, 31.000],  loss: 40.020512, mae: 122.484650, mean_q: 131.556671
 84526/100000: episode: 403, duration: 2.649s, episode steps: 267, steps per second: 101, episode reward:  0.153, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.449 [0.000, 31.000],  loss: 47.425346, mae: 122.347145, mean_q: 131.327652
 84793/100000: episode: 404, duration: 2.612s, episode steps: 267, steps per second: 102, episode reward:  0.137, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.019 [0.000, 31.000],  loss: 26.491179, mae: 122.166817, mean_q: 131.093933
 85062/100000: episode: 405, duration: 2.688s, episode steps: 269, steps per second: 100, episode reward:  0.136, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.100 [0.000, 31.000],  loss: 39.648388, mae: 122.405029, mean_q: 131.440308
 85232/100000: episode: 406, duration: 1.677s, episode steps: 170, steps per second: 101, episode reward:  0.282, mean reward:  0.002 [-0.001,  0.014], mean action: 15.582 [0.000, 31.000],  loss: 45.698921, mae: 122.094460, mean_q: 131.264481
 85499/100000: episode: 407, duration: 2.682s, episode steps: 267, steps per second: 100, episode reward:  0.281, mean reward:  0.001 [ 0.000,  0.011], mean action: 15.689 [0.000, 31.000],  loss: 38.233459, mae: 121.461143, mean_q: 130.603958
 85768/100000: episode: 408, duration: 2.630s, episode steps: 269, steps per second: 102, episode reward:  0.328, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.435 [0.000, 31.000],  loss: 30.744165, mae: 121.824379, mean_q: 130.853210
 85858/100000: episode: 409, duration: 0.913s, episode steps:  90, steps per second:  99, episode reward:  0.135, mean reward:  0.001 [-0.001,  0.012], mean action: 16.567 [0.000, 31.000],  loss: 27.090826, mae: 122.287643, mean_q: 131.417618
 86125/100000: episode: 410, duration: 2.606s, episode steps: 267, steps per second: 102, episode reward:  0.332, mean reward:  0.001 [ 0.000,  0.014], mean action: 16.558 [0.000, 31.000],  loss: 29.149601, mae: 121.963928, mean_q: 130.950577
 86392/100000: episode: 411, duration: 2.692s, episode steps: 267, steps per second:  99, episode reward:  0.045, mean reward:  0.000 [ 0.000,  0.006], mean action: 15.300 [0.000, 31.000],  loss: 41.166470, mae: 121.136620, mean_q: 130.165588
 86659/100000: episode: 412, duration: 2.642s, episode steps: 267, steps per second: 101, episode reward:  0.348, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.783 [0.000, 31.000],  loss: 25.604145, mae: 121.839043, mean_q: 130.857178
 86926/100000: episode: 413, duration: 2.687s, episode steps: 267, steps per second:  99, episode reward:  0.135, mean reward:  0.001 [ 0.000,  0.010], mean action: 17.509 [0.000, 31.000],  loss: 38.084343, mae: 122.576523, mean_q: 131.711517
 86983/100000: episode: 414, duration: 0.549s, episode steps:  57, steps per second: 104, episode reward:  0.158, mean reward:  0.003 [ 0.000,  0.011], mean action: 16.491 [2.000, 30.000],  loss: 38.112225, mae: 122.509750, mean_q: 131.434860
 87057/100000: episode: 415, duration: 0.758s, episode steps:  74, steps per second:  98, episode reward:  0.178, mean reward:  0.002 [ 0.000,  0.014], mean action: 14.041 [0.000, 31.000],  loss: 24.033100, mae: 123.783325, mean_q: 133.103806
 87327/100000: episode: 416, duration: 2.638s, episode steps: 270, steps per second: 102, episode reward:  0.348, mean reward:  0.001 [ 0.000,  0.011], mean action: 16.248 [0.000, 31.000],  loss: 33.751499, mae: 123.040077, mean_q: 132.268448
 87343/100000: episode: 417, duration: 0.171s, episode steps:  16, steps per second:  93, episode reward:  0.050, mean reward:  0.003 [-0.001,  0.008], mean action: 13.625 [2.000, 30.000],  loss: 19.315191, mae: 122.475502, mean_q: 131.699432
 87610/100000: episode: 418, duration: 2.685s, episode steps: 267, steps per second:  99, episode reward:  0.160, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.341 [0.000, 31.000],  loss: 28.437704, mae: 123.445755, mean_q: 132.672058
 87877/100000: episode: 419, duration: 2.663s, episode steps: 267, steps per second: 100, episode reward:  0.342, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.648 [0.000, 31.000],  loss: 39.162827, mae: 123.376022, mean_q: 132.491211
 88144/100000: episode: 420, duration: 2.652s, episode steps: 267, steps per second: 101, episode reward:  0.146, mean reward:  0.001 [ 0.000,  0.011], mean action: 17.794 [0.000, 31.000],  loss: 31.844707, mae: 124.020119, mean_q: 133.116318
 88411/100000: episode: 421, duration: 2.684s, episode steps: 267, steps per second:  99, episode reward:  0.147, mean reward:  0.001 [ 0.000,  0.013], mean action: 16.914 [0.000, 31.000],  loss: 34.001297, mae: 124.086540, mean_q: 133.378006
 88678/100000: episode: 422, duration: 2.621s, episode steps: 267, steps per second: 102, episode reward:  0.265, mean reward:  0.001 [ 0.000,  0.012], mean action: 16.622 [1.000, 31.000],  loss: 44.247910, mae: 123.816658, mean_q: 133.036942
 88945/100000: episode: 423, duration: 2.719s, episode steps: 267, steps per second:  98, episode reward:  0.057, mean reward:  0.000 [ 0.000,  0.009], mean action: 14.659 [0.000, 31.000],  loss: 31.986650, mae: 123.118416, mean_q: 132.402390
 89212/100000: episode: 424, duration: 2.627s, episode steps: 267, steps per second: 102, episode reward:  0.344, mean reward:  0.001 [ 0.000,  0.010], mean action: 12.772 [0.000, 31.000],  loss: 28.487179, mae: 124.461815, mean_q: 133.898407
 89394/100000: episode: 425, duration: 1.846s, episode steps: 182, steps per second:  99, episode reward:  0.179, mean reward:  0.001 [-0.001,  0.010], mean action: 15.192 [0.000, 31.000],  loss: 46.873058, mae: 124.208084, mean_q: 133.604095
 89661/100000: episode: 426, duration: 2.688s, episode steps: 267, steps per second:  99, episode reward:  0.143, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.187 [0.000, 31.000],  loss: 29.266857, mae: 124.576088, mean_q: 133.788132
 89930/100000: episode: 427, duration: 2.755s, episode steps: 269, steps per second:  98, episode reward:  0.141, mean reward:  0.001 [ 0.000,  0.015], mean action: 15.375 [0.000, 31.000],  loss: 34.699558, mae: 125.306938, mean_q: 134.609604
 90197/100000: episode: 428, duration: 2.678s, episode steps: 267, steps per second: 100, episode reward:  0.166, mean reward:  0.001 [ 0.000,  0.012], mean action: 16.030 [0.000, 31.000],  loss: 34.308228, mae: 125.245262, mean_q: 134.679565
 90464/100000: episode: 429, duration: 2.724s, episode steps: 267, steps per second:  98, episode reward:  0.133, mean reward:  0.000 [ 0.000,  0.012], mean action: 13.506 [0.000, 31.000],  loss: 49.634785, mae: 124.806854, mean_q: 134.220642
 90731/100000: episode: 430, duration: 2.661s, episode steps: 267, steps per second: 100, episode reward:  0.046, mean reward:  0.000 [ 0.000,  0.006], mean action: 14.461 [0.000, 31.000],  loss: 38.286736, mae: 124.355721, mean_q: 133.796997
 90829/100000: episode: 431, duration: 1.020s, episode steps:  98, steps per second:  96, episode reward:  0.062, mean reward:  0.001 [-0.001,  0.006], mean action: 17.602 [0.000, 31.000],  loss: 39.690651, mae: 125.165993, mean_q: 134.384003
 91096/100000: episode: 432, duration: 2.712s, episode steps: 267, steps per second:  98, episode reward:  0.130, mean reward:  0.000 [ 0.000,  0.013], mean action: 15.221 [0.000, 31.000],  loss: 36.490524, mae: 124.065605, mean_q: 133.307709
 91251/100000: episode: 433, duration: 1.520s, episode steps: 155, steps per second: 102, episode reward:  0.165, mean reward:  0.001 [-0.001,  0.010], mean action: 14.394 [0.000, 31.000],  loss: 54.622711, mae: 124.113533, mean_q: 133.366074
 91520/100000: episode: 434, duration: 2.713s, episode steps: 269, steps per second:  99, episode reward:  0.334, mean reward:  0.001 [ 0.000,  0.012], mean action: 16.888 [0.000, 31.000],  loss: 36.367195, mae: 124.427551, mean_q: 133.944214
 91758/100000: episode: 435, duration: 2.374s, episode steps: 238, steps per second: 100, episode reward:  0.050, mean reward:  0.000 [-0.001,  0.007], mean action: 15.214 [0.000, 31.000],  loss: 30.805494, mae: 124.667496, mean_q: 133.991272
 92025/100000: episode: 436, duration: 2.713s, episode steps: 267, steps per second:  98, episode reward:  0.125, mean reward:  0.000 [ 0.000,  0.009], mean action: 15.457 [0.000, 31.000],  loss: 38.717075, mae: 124.331390, mean_q: 133.640182
 92292/100000: episode: 437, duration: 2.706s, episode steps: 267, steps per second:  99, episode reward:  0.054, mean reward:  0.000 [ 0.000,  0.011], mean action: 15.348 [0.000, 31.000],  loss: 35.988255, mae: 124.490990, mean_q: 133.777603
 92559/100000: episode: 438, duration: 2.622s, episode steps: 267, steps per second: 102, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.014], mean action: 16.176 [0.000, 31.000],  loss: 35.122395, mae: 124.779320, mean_q: 134.119827
 92826/100000: episode: 439, duration: 2.728s, episode steps: 267, steps per second:  98, episode reward:  0.331, mean reward:  0.001 [ 0.000,  0.012], mean action: 14.854 [0.000, 31.000],  loss: 39.766487, mae: 124.545059, mean_q: 133.907822
 93093/100000: episode: 440, duration: 2.674s, episode steps: 267, steps per second: 100, episode reward:  0.134, mean reward:  0.001 [ 0.000,  0.011], mean action: 8.075 [0.000, 30.000],  loss: 39.674850, mae: 124.376083, mean_q: 133.794632
 93360/100000: episode: 441, duration: 2.735s, episode steps: 267, steps per second:  98, episode reward:  0.124, mean reward:  0.000 [ 0.000,  0.010], mean action: 16.846 [0.000, 31.000],  loss: 42.162228, mae: 124.315941, mean_q: 133.770065
 93627/100000: episode: 442, duration: 2.676s, episode steps: 267, steps per second: 100, episode reward:  0.170, mean reward:  0.001 [ 0.000,  0.009], mean action: 16.022 [0.000, 31.000],  loss: 34.674896, mae: 124.163887, mean_q: 133.597992
 93894/100000: episode: 443, duration: 2.714s, episode steps: 267, steps per second:  98, episode reward:  0.160, mean reward:  0.001 [ 0.000,  0.011], mean action: 14.056 [0.000, 31.000],  loss: 38.146805, mae: 124.169708, mean_q: 133.444977
 94161/100000: episode: 444, duration: 2.722s, episode steps: 267, steps per second:  98, episode reward:  0.341, mean reward:  0.001 [ 0.000,  0.012], mean action: 16.835 [0.000, 31.000],  loss: 36.849316, mae: 124.137337, mean_q: 133.589310
 94428/100000: episode: 445, duration: 2.678s, episode steps: 267, steps per second: 100, episode reward:  0.163, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.888 [0.000, 31.000],  loss: 39.260731, mae: 124.614761, mean_q: 134.091476
 94695/100000: episode: 446, duration: 2.769s, episode steps: 267, steps per second:  96, episode reward:  0.340, mean reward:  0.001 [ 0.000,  0.015], mean action: 15.959 [0.000, 30.000],  loss: 42.427425, mae: 124.179626, mean_q: 133.753281
 94965/100000: episode: 447, duration: 2.695s, episode steps: 270, steps per second: 100, episode reward:  0.135, mean reward:  0.001 [ 0.000,  0.016], mean action: 11.693 [0.000, 31.000],  loss: 31.827213, mae: 124.564049, mean_q: 134.104813
 95017/100000: episode: 448, duration: 0.579s, episode steps:  52, steps per second:  90, episode reward:  0.075, mean reward:  0.001 [-0.001,  0.012], mean action: 17.481 [4.000, 31.000],  loss: 55.036282, mae: 124.638824, mean_q: 134.196564
 95272/100000: episode: 449, duration: 2.587s, episode steps: 255, steps per second:  99, episode reward:  0.174, mean reward:  0.001 [-0.001,  0.013], mean action: 14.992 [0.000, 31.000],  loss: 38.673737, mae: 124.846634, mean_q: 134.154526
 95541/100000: episode: 450, duration: 2.740s, episode steps: 269, steps per second:  98, episode reward:  0.185, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.297 [0.000, 31.000],  loss: 37.576035, mae: 125.457558, mean_q: 135.027298
 95808/100000: episode: 451, duration: 2.667s, episode steps: 267, steps per second: 100, episode reward:  0.110, mean reward:  0.000 [ 0.000,  0.011], mean action: 16.052 [0.000, 31.000],  loss: 31.007992, mae: 125.134483, mean_q: 134.469711
 96075/100000: episode: 452, duration: 2.731s, episode steps: 267, steps per second:  98, episode reward:  0.062, mean reward:  0.000 [ 0.000,  0.008], mean action: 15.026 [0.000, 31.000],  loss: 44.004395, mae: 124.899124, mean_q: 134.357605
 96342/100000: episode: 453, duration: 2.668s, episode steps: 267, steps per second: 100, episode reward:  0.052, mean reward:  0.000 [ 0.000,  0.014], mean action: 13.060 [0.000, 30.000],  loss: 51.197300, mae: 124.517159, mean_q: 134.247574
 96609/100000: episode: 454, duration: 2.754s, episode steps: 267, steps per second:  97, episode reward:  0.068, mean reward:  0.000 [ 0.000,  0.012], mean action: 19.172 [0.000, 31.000],  loss: 36.988003, mae: 125.313408, mean_q: 135.078003
 96876/100000: episode: 455, duration: 2.764s, episode steps: 267, steps per second:  97, episode reward:  0.159, mean reward:  0.001 [ 0.000,  0.011], mean action: 12.925 [0.000, 31.000],  loss: 37.330124, mae: 125.814255, mean_q: 135.596024
 97145/100000: episode: 456, duration: 2.708s, episode steps: 269, steps per second:  99, episode reward:  0.351, mean reward:  0.001 [ 0.000,  0.015], mean action: 14.695 [0.000, 31.000],  loss: 40.787746, mae: 125.331230, mean_q: 135.109695
 97243/100000: episode: 457, duration: 1.033s, episode steps:  98, steps per second:  95, episode reward:  0.131, mean reward:  0.001 [ 0.000,  0.013], mean action: 14.286 [2.000, 31.000],  loss: 49.471554, mae: 126.502876, mean_q: 136.492828
 97510/100000: episode: 458, duration: 2.722s, episode steps: 267, steps per second:  98, episode reward:  0.126, mean reward:  0.000 [ 0.000,  0.013], mean action: 16.146 [0.000, 31.000],  loss: 45.178181, mae: 126.653145, mean_q: 136.405396
 97777/100000: episode: 459, duration: 2.759s, episode steps: 267, steps per second:  97, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.015], mean action: 15.644 [0.000, 31.000],  loss: 46.417816, mae: 126.336800, mean_q: 136.274643
 97788/100000: episode: 460, duration: 0.118s, episode steps:  11, steps per second:  93, episode reward:  0.082, mean reward:  0.007 [-0.001,  0.012], mean action: 17.636 [6.000, 30.000],  loss: 90.847977, mae: 124.204002, mean_q: 134.028091
 98055/100000: episode: 461, duration: 2.755s, episode steps: 267, steps per second:  97, episode reward:  0.137, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.180 [0.000, 31.000],  loss: 38.877148, mae: 126.846855, mean_q: 136.525955
 98140/100000: episode: 462, duration: 0.866s, episode steps:  85, steps per second:  98, episode reward:  0.064, mean reward:  0.001 [-0.001,  0.009], mean action: 15.541 [0.000, 31.000],  loss: 32.559216, mae: 127.128922, mean_q: 136.798813
 98407/100000: episode: 463, duration: 2.761s, episode steps: 267, steps per second:  97, episode reward:  0.126, mean reward:  0.000 [ 0.000,  0.008], mean action: 14.333 [0.000, 31.000],  loss: 37.026814, mae: 126.985313, mean_q: 136.704651
 98674/100000: episode: 464, duration: 2.704s, episode steps: 267, steps per second:  99, episode reward:  0.329, mean reward:  0.001 [ 0.000,  0.017], mean action: 15.150 [0.000, 31.000],  loss: 35.603752, mae: 126.982620, mean_q: 136.658432
 98941/100000: episode: 465, duration: 2.723s, episode steps: 267, steps per second:  98, episode reward:  0.328, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.779 [0.000, 31.000],  loss: 45.989475, mae: 126.923721, mean_q: 136.806396
